VICTIM_ID,INCIDENT_ID,VIC_AGE_NUM,VIC_SEX_CODE,VIC_ETHNICITY_NAME,VIC_RACE_DESC,VIC_AGE_CODE
144312654,131400114,35,M,Hispanic or Latino,White,AG
144312665,131400123,32,F,NA,Black or African American,AG
144312678,131400138,37,F,Not Hispanic or Latino,Black or African American,AG
144312693,131400154,27,F,Hispanic or Latino,White,AG
144314578,131401986,30,F,NA,Black or African American,AG
144312745,131400210,43,M,NA,Black or African American,AG
144312792,131400252,39,M,Hispanic or Latino,White,AG
144312795,131400258,56,M,Not Hispanic or Latino,Black or African American,AG
144312810,131400270,28,F,Not Hispanic or Latino,Black or African American,AG
144312832,131400287,49,F,Hispanic or Latino,White,AG
144314678,131400299,72,F,Not Hispanic or Latino,Asian,AG
144314697,131400321,NA,NA,NA,NA,NA
144312881,131400336,44,M,Not Hispanic or Latino,Black or African American,AG
144317924,131400369,36,M,Not Hispanic or Latino,Black or African American,AG
144314810,131402182,25,F,Unknown,Black or African American,AG
144314811,131402182,61,M,Not Hispanic or Latino,Black or African American,AG
144317993,131400426,NA,NA,NA,NA,NA
144318025,131400458,35,M,Not Hispanic or Latino,Black or African American,AG
144314850,131402217,39,F,NA,Black or African American,AG
144318039,131402225,49,M,Hispanic or Latino,White,AG
144314883,131402248,22,M,Not Hispanic or Latino,Black or African American,AG
144318066,131402255,74,F,NA,Black or African American,AG
144318098,131402281,39,M,Not Hispanic or Latino,Black or African American,AG
144314980,131402331,36,M,Not Hispanic or Latino,Black or African American,AG
144318177,131400598,42,F,NA,Black or African American,AG
144318178,131400598,NA,NA,NA,NA,NA
144314983,131400598,32,M,NA,Black or African American,AG
144318185,131400604,34,M,Not Hispanic or Latino,Black or African American,AG
144318186,131400605,NA,NA,NA,NA,NA
144318206,131400625,22,F,NA,Black or African American,AG
144314999,131400627,31,F,Not Hispanic or Latino,Black or African American,AG
144315004,131402353,46,F,Not Hispanic or Latino,White,AG
144318227,131400644,37,M,Not Hispanic or Latino,Black or African American,AG
144315019,131402367,1,M,NA,Black or African American,AG
144318237,131402367,34,F,NA,Black or African American,AG
144315022,131402373,NA,F,Not Hispanic or Latino,Black or African American,00
144315021,131402373,64,F,Not Hispanic or Latino,Black or African American,AG
144318257,131402379,27,F,Not Hispanic or Latino,Black or African American,AG
144315047,131402389,23,F,Not Hispanic or Latino,Black or African American,AG
144315067,131400698,45,M,Not Hispanic or Latino,Black or African American,AG
144318308,131400717,48,M,Not Hispanic or Latino,Black or African American,AG
144318315,131400723,NA,NA,NA,NA,NA
144315105,131402445,26,F,Not Hispanic or Latino,Black or African American,AG
144318359,131400762,50,M,Not Hispanic or Latino,Black or African American,AG
144318366,131400769,47,F,NA,Black or African American,AG
144315227,131402538,30,F,NA,Black or African American,AG
144315235,131402543,40,M,NA,White,AG
144318438,131402543,60,M,NA,White,AG
144315245,131402550,33,M,NA,Black or African American,AG
144315261,131402564,61,F,NA,Black or African American,AG
144315265,131402567,NA,NA,NA,NA,NA
144318462,131400865,NA,NA,NA,NA,NA
144318464,131400868,NA,NA,NA,NA,NA
144315307,131402608,NA,NA,NA,NA,NA
144318504,131402621,29,F,NA,Black or African American,AG
144315321,131400906,54,M,Hispanic or Latino,White,AG
144318539,131400925,43,F,Hispanic or Latino,White,AG
144318544,131400932,25,F,Not Hispanic or Latino,Black or African American,AG
144315366,131400963,24,M,Not Hispanic or Latino,Black or African American,AG
144315368,131400963,35,F,NA,White,AG
144315409,131400994,NA,NA,NA,NA,NA
144318632,131400994,24,F,Not Hispanic or Latino,Black or African American,AG
144315408,131400994,23,M,Not Hispanic or Latino,Black or African American,AG
144318633,131400994,23,M,NA,Black or African American,AG
144318634,131400994,24,F,NA,Black or African American,AG
144315426,131402713,39,F,Not Hispanic or Latino,Black or African American,AG
144315438,131401021,38,F,Hispanic or Latino,White,AG
144319980,131407135,76,F,Not Hispanic or Latino,Black or African American,AG
144319986,131407141,NA,NA,NA,NA,NA
144320015,131407170,37,M,Hispanic or Latino,White,AG
144320035,131407186,59,F,Not Hispanic or Latino,Black or African American,AG
144320062,131407210,NA,NA,NA,NA,NA
144316649,131407228,28,F,Not Hispanic or Latino,Black or African American,AG
144320122,131407247,36,M,Not Hispanic or Latino,Black or African American,AG
144320194,131407294,49,M,Not Hispanic or Latino,Black or African American,AG
144320219,131407319,40,M,Not Hispanic or Latino,Asian,AG
144320238,131403831,50,M,NA,Black or African American,AG
144320260,131403844,49,F,Not Hispanic or Latino,Black or African American,AG
144320273,131403848,NA,NA,NA,NA,NA
144320300,131403865,52,M,NA,Black or African American,AG
144316801,131407388,50,M,Not Hispanic or Latino,Black or African American,AG
144320309,131407392,NA,NA,NA,NA,NA
144320316,131407400,49,M,NA,Unknown,AG
144320339,131407425,NA,NA,NA,NA,NA
144320342,131407425,23,M,Hispanic or Latino,White,AG
144320440,131407510,40,F,Not Hispanic or Latino,White,AG
144320444,131407514,55,F,Not Hispanic or Latino,Black or African American,AG
144316903,131407520,27,F,Not Hispanic or Latino,Black or African American,AG
144320459,131407530,42,M,Hispanic or Latino,White,AG
144320473,131407538,31,F,Hispanic or Latino,White,AG
144320493,131407556,43,M,Not Hispanic or Latino,Black or African American,AG
144320496,131407560,35,F,Not Hispanic or Latino,Black or African American,AG
144316955,131403995,43,F,Not Hispanic or Latino,Black or African American,AG
144320561,131407610,18,F,NA,Black or African American,AG
144316996,131407616,NA,NA,NA,NA,NA
144320590,131407633,NA,NA,NA,NA,NA
144320595,131407639,39,M,Not Hispanic or Latino,Black or African American,AG
144320606,131407650,45,M,Not Hispanic or Latino,White,AG
144317035,131404072,NA,NA,NA,NA,NA
144320633,131407673,35,F,Hispanic or Latino,White,AG
144320647,131407682,44,M,NA,White,AG
144317179,131404202,27,F,Hispanic or Latino,White,AG
144320838,131404214,53,F,Not Hispanic or Latino,White,AG
144320841,131407865,NA,NA,NA,NA,NA
144320878,131407900,26,M,Hispanic or Latino,White,AG
144320880,131404237,38,M,Not Hispanic or Latino,Black or African American,AG
144317230,131407909,22,M,Hispanic or Latino,White,AG
144320897,131407914,44,M,Not Hispanic or Latino,Black or African American,AG
144320938,131407947,35,F,NA,Black or African American,AG
144320950,131407958,38,F,Hispanic or Latino,White,AG
144320948,131407958,39,M,Hispanic or Latino,White,AG
144320956,131407964,30,M,Hispanic or Latino,White,AG
144320987,131407987,59,F,NA,Black or African American,AG
144321029,131408025,32,F,Not Hispanic or Latino,Black or African American,AG
144317319,131408027,NA,NA,NA,NA,NA
144321037,131408031,NA,NA,NA,NA,NA
144321055,131408046,33,F,NA,Black or African American,AG
144317339,131408051,62,F,Unknown,Black or African American,AG
144321065,131408057,14,F,Not Hispanic or Latino,Black or African American,AG
144318793,131406127,39,F,Not Hispanic or Latino,Black or African American,AG
144315604,131406149,1,M,Hispanic or Latino,White,AG
144318826,131406158,NA,NA,NA,NA,NA
144318827,131406158,25,M,Not Hispanic or Latino,White,AG
144318847,131406175,40,M,Hispanic or Latino,White,AG
144318854,131406183,23,M,Hispanic or Latino,White,AG
144318864,131406191,NA,F,NA,Black or African American,00
144315642,131402896,NA,NA,NA,NA,NA
144318874,131406200,NA,NA,NA,NA,NA
144318943,131406259,NA,NA,NA,NA,NA
144318941,131406259,NA,NA,NA,NA,NA
144318997,131406306,NA,NA,NA,NA,NA
144319015,131406319,NA,NA,NA,NA,NA
144315757,131406334,43,M,Hispanic or Latino,White,AG
144315768,131402999,NA,NA,NA,NA,NA
144315785,131403009,53,F,Not Hispanic or Latino,Black or African American,AG
144319065,131406361,22,M,Not Hispanic or Latino,Black or African American,AG
144319075,131403017,28,M,Hispanic or Latino,White,AG
144315817,131406395,NA,NA,NA,NA,NA
144315820,131406404,53,M,Not Hispanic or Latino,White,AG
144319167,131406448,37,F,Not Hispanic or Latino,Black or African American,AG
144315870,131403075,57,M,Not Hispanic or Latino,Black or African American,AG
144315902,131403106,18,M,Hispanic or Latino,White,AG
144319208,131406484,29,M,Not Hispanic or Latino,Black or African American,AG
144319209,131406484,NA,NA,NA,NA,NA
144319211,131406484,30,M,NA,Black or African American,AG
144319213,131406486,NA,NA,NA,NA,NA
144319227,131406501,21,F,Not Hispanic or Latino,Black or African American,AG
144319236,131403124,27,M,Hispanic or Latino,White,AG
144319263,131406532,NA,NA,NA,NA,NA
144319267,131406536,NA,NA,NA,NA,NA
144319284,131406553,7,F,Hispanic or Latino,White,AG
144319304,131406572,18,F,Hispanic or Latino,White,AG
144319316,131406582,33,F,Not Hispanic or Latino,Black or African American,AG
144319322,131406589,24,F,Not Hispanic or Latino,Black or African American,AG
144319329,131403199,56,F,NA,Black or African American,AG
144319330,131403199,61,M,NA,Black or African American,AG
144319352,131406616,52,M,Not Hispanic or Latino,Black or African American,AG
144319360,131406621,NA,NA,NA,NA,NA
144316055,131406635,25,M,Not Hispanic or Latino,Asian,AG
144319420,131406671,NA,NA,NA,NA,NA
144319433,131406680,42,M,Not Hispanic or Latino,White,AG
144319444,131406689,63,F,Not Hispanic or Latino,Black or African American,AG
144316125,131403292,17,F,NA,Black or African American,AG
144319458,131403292,17,F,NA,Black or African American,AG
144319466,131403296,37,M,Hispanic or Latino,Black or African American,AG
144316132,131403302,33,M,Not Hispanic or Latino,Black or African American,AG
144316135,131403306,NA,NA,NA,NA,NA
144319496,131406727,18,M,Not Hispanic or Latino,Black or African American,AG
144316143,131403315,63,F,Not Hispanic or Latino,Black or African American,AG
144316151,131403319,47,M,Hispanic or Latino,White,AG
144319507,131406739,58,F,Unknown,Black or African American,AG
144319511,131406743,51,F,Not Hispanic or Latino,Black or African American,AG
144319516,131406751,41,M,Hispanic or Latino,White,AG
144316182,131403343,49,M,Hispanic or Latino,White,AG
144319531,131406767,NA,NA,NA,NA,NA
144319532,131406768,79,F,Not Hispanic or Latino,Black or African American,AG
144319547,131406776,19,F,Not Hispanic or Latino,Black or African American,AG
144319548,131406777,NA,NA,NA,NA,NA
144316210,131403369,43,M,Not Hispanic or Latino,Black or African American,AG
144316211,131403369,35,M,NA,American Indian or Alaska Native,AG
144319558,131406787,NA,NA,NA,NA,NA
144316213,131406787,57,M,Unknown,White,AG
144319566,131406794,12,F,Hispanic or Latino,White,AG
144319567,131406795,NA,NA,NA,NA,NA
144316218,131406795,43,F,Not Hispanic or Latino,Black or African American,AG
144316221,131403380,NA,NA,NA,NA,NA
144316231,131406809,NA,NA,NA,NA,NA
144316247,131406816,41,M,Not Hispanic or Latino,Black or African American,AG
144319599,131406817,35,M,Not Hispanic or Latino,Black or African American,AG
144319600,131406818,30,F,Not Hispanic or Latino,Black or African American,AG
144316261,131406827,18,M,Not Hispanic or Latino,Black or African American,AG
144319607,131403415,46,M,Not Hispanic or Latino,Black or African American,AG
144319610,131406831,52,F,Not Hispanic or Latino,Black or African American,AG
144319621,131406841,30,F,Not Hispanic or Latino,Black or African American,AG
144316276,131406844,NA,NA,NA,NA,NA
144316274,131406844,65,U,Unknown,Unknown,AG
144316273,131406844,37,F,Hispanic or Latino,Black or African American,AG
144319636,131406854,63,M,Not Hispanic or Latino,Black or African American,AG
144319643,131406861,57,M,Not Hispanic or Latino,Black or African American,AG
144319644,131403450,26,M,Not Hispanic or Latino,Black or African American,AG
144316303,131403458,27,F,Not Hispanic or Latino,Black or African American,AG
144319657,131406871,28,F,NA,Black or African American,AG
144319677,131406889,53,M,Not Hispanic or Latino,White,AG
144319681,131406892,49,M,Not Hispanic or Latino,Black or African American,AG
144319689,131406900,36,M,Hispanic or Latino,White,AG
144319692,131406901,74,M,Not Hispanic or Latino,Black or African American,AG
144319691,131406901,59,M,Hispanic or Latino,White,AG
144319702,131406908,38,M,Not Hispanic or Latino,Black or African American,AG
144316339,131406898,NA,NA,NA,NA,NA
144319729,131406923,20,F,Not Hispanic or Latino,Black or African American,AG
144319719,131406923,58,F,NA,Black or African American,AG
144319727,131406923,28,F,Not Hispanic or Latino,Black or African American,AG
144319010,131406317,19,M,Not Hispanic or Latino,Black or African American,AG
144319018,131406321,59,F,Not Hispanic or Latino,Black or African American,AG
144315784,131403007,53,M,NA,White,AG
144315783,131403007,54,M,Not Hispanic or Latino,Black or African American,AG
144315787,131406352,33,M,Not Hispanic or Latino,Black or African American,AG
144319085,131406380,NA,NA,NA,NA,NA
144315802,131406380,15,M,NA,Black or African American,AG
144319153,131406435,NA,NA,NA,NA,NA
144315866,131403071,21,M,Not Hispanic or Latino,Black or African American,AG
144319181,131403086,41,F,Hispanic or Latino,Unknown,AG
144319206,131406480,38,M,Not Hispanic or Latino,Black or African American,AG
144319216,131406489,6,M,Not Hispanic or Latino,Black or African American,AG
144315926,131406512,56,F,NA,Black or African American,AG
144319255,131406525,NA,NA,NA,NA,NA
144315948,131406537,NA,NA,NA,NA,NA
144319280,131406549,54,M,Not Hispanic or Latino,White,AG
144319366,131406625,84,F,Unknown,White,AG
144319373,131406632,24,M,Not Hispanic or Latino,Black or African American,AG
144319394,131406651,59,M,Hispanic or Latino,White,AG
144319413,131406665,NA,NA,NA,NA,NA
144319411,131406665,57,M,Not Hispanic or Latino,Black or African American,AG
144319462,131406702,NA,NA,NA,NA,NA
144316196,131406773,NA,NA,NA,NA,NA
144319552,131403362,45,F,Not Hispanic or Latino,Black or African American,AG
144319560,131406789,31,M,NA,Black or African American,AG
144319563,131406791,47,M,NA,White,AG
144319574,131406801,47,M,NA,Black or African American,AG
144319581,131406803,63,M,Not Hispanic or Latino,Black or African American,AG
144316236,131403395,74,F,Not Hispanic or Latino,Black or African American,AG
144316240,131403399,30,F,Not Hispanic or Latino,Black or African American,AG
144319591,131403399,NA,M,Not Hispanic or Latino,Black or African American,00
144319589,131403399,29,F,Not Hispanic or Latino,Black or African American,AG
144319590,131403399,47,F,Not Hispanic or Latino,American Indian or Alaska Native,AG
144319594,131403400,NA,NA,NA,NA,NA
144316243,131403402,NA,NA,NA,NA,NA
144319605,131406824,28,M,Not Hispanic or Latino,Black or African American,AG
144316265,131406829,55,F,Not Hispanic or Latino,Black or African American,AG
144319617,131406838,NA,NA,NA,NA,NA
144316315,131403464,42,F,Not Hispanic or Latino,White,AG
144319668,131406879,38,F,Hispanic or Latino,White,AG
144319697,131406904,NA,NA,NA,NA,NA
144319698,131406904,NA,M,Not Hispanic or Latino,Black or African American,00
144316417,131406958,42,M,Not Hispanic or Latino,Black or African American,AG
144316419,131403558,31,M,Unknown,Black or African American,AG
144319776,131406963,53,F,NA,Black or African American,AG
144319785,131406970,NA,NA,NA,NA,NA
144319829,131407010,38,F,Not Hispanic or Latino,Black or African American,AG
144319878,131407052,54,F,Not Hispanic or Latino,Black or African American,AG
144319899,131407070,41,M,Hispanic or Latino,White,AG
144319898,131407070,44,F,Not Hispanic or Latino,White,AG
144320027,131407183,21,M,Not Hispanic or Latino,White,AG
144320055,131407204,NA,NA,NA,NA,NA
143749807,130910299,38,M,Unknown,White,AG
143757996,130916544,NA,NA,NA,NA,NA
143749844,130910334,46,M,Unknown,Unknown,AG
143749855,130910347,58,F,Unknown,White,AG
143749859,130910351,75,F,Unknown,Unknown,AG
143749870,130910359,NA,NA,NA,NA,NA
143749869,130910359,64,M,Unknown,Unknown,AG
143758049,130910415,26,F,Unknown,White,AG
143749929,130910418,33,M,Unknown,Unknown,AG
143749940,130916595,33,M,Not Hispanic or Latino,Black or African American,AG
143749972,130910453,46,F,Unknown,White,AG
143758082,130916610,NA,NA,NA,NA,NA
143749985,130910465,NA,NA,NA,NA,NA
143749992,130910470,24,M,Unknown,White,AG
143750004,130910483,62,M,Unknown,White,AG
143750018,130910495,71,F,Unknown,Asian,AG
143750042,130910515,59,F,Not Hispanic or Latino,Black or African American,AG
143750046,130910518,65,M,Unknown,Black or African American,AG
143750044,130910518,26,F,Unknown,Black or African American,AG
143750053,130910522,26,M,Unknown,White,AG
143750063,130910532,70,M,Unknown,White,AG
143758125,130910550,NA,NA,NA,NA,NA
143750124,130910588,58,F,Not Hispanic or Latino,White,AG
143750126,130910589,46,F,Unknown,Asian,AG
143750132,130910595,60,M,Unknown,Asian,AG
143750136,130916697,52,M,Not Hispanic or Latino,Asian,AG
143750139,130910603,NA,NA,NA,NA,NA
143750142,130910605,64,F,Unknown,White,AG
143750145,130910608,54,F,Unknown,White,AG
143750146,130910608,49,M,Hispanic or Latino,White,AG
143758197,130910608,35,F,Hispanic or Latino,White,AG
143750159,130910618,55,F,Unknown,Black or African American,AG
143750175,130910629,43,M,Hispanic or Latino,White,AG
143750189,130910643,29,F,Unknown,Black or African American,AG
143758225,130910650,51,M,Unknown,Unknown,AG
143750205,130916741,39,M,Unknown,White,AG
143750228,130916747,22,F,Not Hispanic or Latino,Black or African American,AG
143750332,130910780,NA,M,Unknown,Unknown,00
143758310,130910780,39,M,Hispanic or Latino,White,AG
143750342,130910789,29,M,Unknown,Unknown,AG
143750446,130916862,28,M,Unknown,Unknown,AG
143750454,130910898,38,F,Unknown,Unknown,AG
143758390,130916871,34,F,Unknown,Unknown,AG
143750463,130910908,82,F,Unknown,Black or African American,AG
143750475,130910915,NA,NA,NA,NA,NA
143750487,130910929,68,M,Unknown,Unknown,AG
143750512,130910952,48,M,Unknown,Unknown,AG
143758430,130916901,64,F,Unknown,White,AG
143758433,130916905,19,F,Unknown,Unknown,AG
143750537,130910972,NA,NA,NA,NA,NA
143750573,130910997,65,M,Not Hispanic or Latino,White,AG
143750586,130911008,62,M,Unknown,Asian,AG
143750613,130911027,31,M,Not Hispanic or Latino,Black or African American,AG
143758476,130916952,34,M,Unknown,White,AG
143750658,130911072,25,M,Unknown,Unknown,AG
143750661,130916958,33,M,Unknown,Unknown,AG
143750724,130916990,NA,NA,NA,NA,NA
143750745,130921145,87,F,Unknown,White,AG
143750888,130917098,91,M,Unknown,Asian,AG
143750931,130921314,37,M,Unknown,Unknown,AG
143750955,130921331,64,F,Not Hispanic or Latino,Black or African American,AG
143758687,130921373,77,F,Unknown,White,AG
143751072,130921444,32,F,Unknown,Unknown,AG
143751085,130921455,NA,NA,NA,NA,NA
143751112,130917188,NA,NA,NA,NA,NA
143750104,130910572,52,F,Unknown,White,AG
143750168,130910624,34,F,Hispanic or Latino,White,AG
143758227,130916738,38,M,Unknown,Unknown,AG
143750212,130910667,NA,M,Unknown,Black or African American,00
143750238,130916756,71,M,Unknown,White,AG
143750240,130910692,NA,NA,NA,NA,NA
143750249,130910701,50,M,Unknown,Unknown,AG
143750258,130910710,66,F,Unknown,White,AG
143750266,130910721,35,M,Unknown,Unknown,AG
143758278,130916781,71,F,Unknown,Unknown,AG
143758291,130910735,53,M,Unknown,Unknown,AG
143758293,130910745,19,M,Unknown,White,AG
143750311,130910758,49,F,Unknown,Unknown,AG
143750319,130910765,75,F,Unknown,Unknown,AG
143750328,130916805,NA,NA,NA,NA,NA
143750336,130910783,34,M,Not Hispanic or Latino,Black or African American,AG
143758333,130910808,28,M,Unknown,Unknown,AG
143750374,130910822,23,M,Unknown,White,AG
143750378,130910822,NA,NA,NA,NA,NA
143750375,130910822,54,M,Unknown,Unknown,AG
143750376,130910822,53,M,Unknown,Unknown,AG
143758349,130910834,NA,NA,NA,NA,NA
143750395,130910840,77,F,Unknown,Unknown,AG
143750414,130910859,NA,NA,NA,NA,NA
143750426,130910870,NA,NA,NA,NA,NA
143758397,130910910,50,F,Hispanic or Latino,White,AG
143758402,130910922,75,M,Not Hispanic or Latino,White,AG
143750495,130910934,27,M,Hispanic or Latino,White,AG
143750499,130910941,71,F,Unknown,White,AG
143750507,130916893,25,F,Not Hispanic or Latino,Black or African American,AG
143750516,130910956,35,M,Unknown,White,AG
143758440,130916914,NA,NA,NA,NA,NA
143750569,130910992,78,M,Unknown,White,AG
143750575,130910998,45,F,Unknown,Unknown,AG
143750580,130911004,56,F,Unknown,Unknown,AG
143750581,130911004,NA,NA,NA,NA,NA
143750602,130911019,44,F,Unknown,Unknown,AG
143758470,130911031,NA,NA,NA,NA,NA
143750690,130921101,40,M,Unknown,Unknown,AG
143758533,130921139,23,M,Unknown,White,AG
143750746,130921144,54,F,Unknown,Unknown,AG
143750755,130917007,23,M,Unknown,Unknown,AG
143758546,130921169,21,F,Hispanic or Latino,White,AG
143750775,130921173,NA,NA,NA,NA,NA
143758568,130917039,NA,NA,NA,NA,NA
143750803,130917039,33,M,Hispanic or Latino,White,AG
143750811,130921204,20,F,Unknown,Asian,AG
143758578,130921209,NA,NA,NA,NA,NA
143750822,130921216,55,F,Unknown,Black or African American,AG
143750829,130921225,61,M,Unknown,Unknown,AG
143750835,130921231,NA,NA,NA,NA,NA
143750840,130921235,39,F,Unknown,Unknown,AG
143758609,130921246,60,F,Unknown,Unknown,AG
143750860,130921251,42,F,Unknown,White,AG
143750867,130921257,NA,NA,NA,NA,NA
143758634,130921277,58,F,Hispanic or Latino,White,AG
143758668,130917125,54,F,Unknown,Unknown,AG
143758674,130917136,20,F,Hispanic or Latino,White,AG
143758679,130917143,32,M,Hispanic or Latino,White,AG
143751006,130921380,46,M,Not Hispanic or Latino,Asian,AG
143751013,130921385,54,F,Hispanic or Latino,White,AG
143751036,130921411,26,F,Unknown,Black or African American,AG
143751046,130921419,70,M,Unknown,Unknown,AG
143751080,130921452,36,M,Unknown,Unknown,AG
143758732,130921471,24,F,Not Hispanic or Latino,Black or African American,AG
143751115,130921477,56,M,Unknown,Black or African American,AG
143751155,130917201,NA,NA,NA,NA,NA
143751197,130921548,27,M,Not Hispanic or Latino,Black or African American,AG
143751221,130921568,45,F,Unknown,White,AG
143758779,130917234,62,F,Unknown,Unknown,AG
143758796,130917247,NA,NA,NA,NA,NA
143751299,130921636,35,M,Unknown,Unknown,AG
143758802,130917253,55,F,Unknown,Unknown,AG
143751325,130921655,25,F,Unknown,Black or African American,AG
143751346,130921671,NA,NA,NA,NA,NA
143758820,130917279,35,M,Unknown,Unknown,AG
143751369,130921690,77,F,Unknown,White,AG
143751410,130917305,77,F,Unknown,Unknown,AG
143751415,130917309,39,M,Hispanic or Latino,White,AG
143758854,130917309,30,M,Unknown,White,AG
143758853,130917309,30,M,Unknown,White,AG
143758851,130917309,39,M,Hispanic or Latino,White,AG
143758852,130917309,31,F,Unknown,White,AG
143758872,130921776,35,F,Hispanic or Latino,White,AG
143751460,130921776,27,F,Unknown,Unknown,AG
143751466,130921782,49,M,Hispanic or Latino,Unknown,AG
143751542,130921856,NA,NA,NA,NA,NA
143751541,130921856,38,M,Hispanic or Latino,White,AG
143751556,130921868,30,F,Unknown,Black or African American,AG
143758935,130917384,NA,NA,NA,NA,NA
143751583,130921892,NA,NA,NA,NA,NA
143751599,130917394,NA,M,Unknown,Black or African American,00
143758950,130917399,NA,NA,NA,NA,NA
143751665,130921953,60,F,Unknown,Black or African American,AG
143758985,130917425,49,M,Not Hispanic or Latino,Black or African American,AG
143751688,130921970,36,F,Not Hispanic or Latino,White,AG
143751694,130921974,NA,NA,NA,NA,NA
143751712,130921984,54,M,Hispanic or Latino,White,AG
142702166,129980800,60,F,Unknown,White,AG
142697781,129980804,48,M,Unknown,White,AG
142697832,129984487,NA,NA,NA,NA,NA
142697891,129984543,29,F,Hispanic or Latino,White,AG
142702220,129984550,38,F,Unknown,Black or African American,AG
142702916,129984563,NA,NA,NA,NA,NA
142702928,129984575,75,M,Not Hispanic or Latino,White,AG
142702949,129984593,38,M,Hispanic or Latino,White,AG
142703019,129980892,20,M,Hispanic or Latino,White,AG
142702259,129980892,17,M,Hispanic or Latino,White,AG
142703015,129980892,45,F,Hispanic or Latino,White,AG
142697734,129984403,41,M,Unknown,Unknown,AG
142702279,129984692,NA,NA,NA,NA,NA
142702295,129984744,42,F,Unknown,Black or African American,AG
142703139,129984768,NA,M,Unknown,White,00
142703156,129984785,34,M,Hispanic or Latino,White,AG
142703167,129984792,46,F,Unknown,Black or African American,AG
142703176,129984801,35,F,Unknown,Black or African American,AG
142703198,129984823,34,F,Unknown,Unknown,AG
142703219,129984843,64,M,Unknown,White,AG
142703238,129984865,29,F,Hispanic or Latino,White,AG
142703286,129984903,56,M,Unknown,White,AG
142703303,129984925,31,F,Not Hispanic or Latino,Black or African American,AG
142703308,129984925,27,M,Unknown,Black or African American,AG
142880329,130138134,NA,M,Unknown,White,00
142880319,130138124,85,F,Not Hispanic or Latino,White,AG
141529959,128927655,47,F,Not Hispanic or Latino,Black or African American,AG
141529967,128927663,NA,NA,NA,NA,NA
141533446,128923726,20,M,NA,White,AG
141529979,128923726,19,F,NA,White,AG
141533458,128927683,52,F,Not Hispanic or Latino,Black or African American,AG
141530019,128927701,NA,NA,NA,NA,NA
141533482,128927704,17,M,Not Hispanic or Latino,Black or African American,AG
141533483,128927704,18,F,Not Hispanic or Latino,White,AG
141533481,128927704,17,M,Not Hispanic or Latino,Black or African American,AG
143757953,130916502,NA,NA,NA,NA,NA
143749793,130910289,44,F,Unknown,White,AG
143751293,130921630,66,F,Unknown,Unknown,AG
143758800,130917251,50,M,Unknown,Unknown,AG
143751329,130917269,NA,F,Unknown,White,00
143758812,130917269,54,M,Unknown,White,AG
143751348,130921674,40,F,Unknown,White,AG
143758825,130921693,NA,NA,NA,NA,NA
143758847,130917306,NA,F,Hispanic or Latino,White,00
143751468,130921784,56,M,Unknown,Asian,AG
143751473,130917334,52,M,Unknown,White,AG
143751475,130917334,60,F,Unknown,White,AG
143751472,130917334,71,F,Unknown,White,AG
143758882,130917337,NA,NA,NA,NA,NA
143751487,130921801,19,M,Unknown,Black or African American,AG
143751494,130921808,22,M,Unknown,White,AG
143751529,130921846,NA,NA,NA,NA,NA
143751552,130917372,44,M,Not Hispanic or Latino,White,AG
143751558,130921870,NA,NA,NA,NA,NA
143751600,130921904,NA,NA,NA,NA,NA
142702388,129985092,37,M,Unknown,Black or African American,AG
142703503,129985107,73,M,Hispanic or Latino,White,AG
142703511,129985114,NA,NA,NA,NA,NA
142703525,129985129,43,F,Unknown,Unknown,AG
142703594,129981020,NA,M,Unknown,White,00
142703603,129985191,NA,NA,NA,NA,NA
142703609,129985199,58,M,Unknown,White,AG
142703637,129985221,55,F,Unknown,White,AG
142702425,129981031,NA,NA,NA,NA,NA
142703681,129985261,46,M,Unknown,Unknown,AG
142703690,129981038,70,M,Unknown,White,AG
142703717,129985298,62,F,Unknown,Unknown,AG
142703728,129981051,20,F,Hispanic or Latino,Unknown,AG
142703742,129985324,72,M,Unknown,Unknown,AG
142703777,129985354,50,F,Unknown,Unknown,AG
142703787,129985363,61,F,Unknown,Asian,AG
142703810,129985381,28,F,Unknown,Black or African American,AG
142702482,129981077,NA,M,Unknown,White,00
142702485,129985392,NA,NA,NA,NA,NA
142703854,129985402,47,F,Not Hispanic or Latino,White,AG
142703884,129985423,NA,NA,NA,NA,NA
142703936,129985462,26,M,Hispanic or Latino,White,AG
142703954,129985469,44,M,Unknown,White,AG
142703989,129986117,NA,NA,NA,NA,NA
142702523,129986117,NA,M,Hispanic or Latino,White,00
142704006,129986123,79,M,Unknown,Asian,AG
142704016,129985511,25,M,Unknown,White,AG
145837573,132767628,62,F,Unknown,Unknown,AG
145837583,132767638,59,F,Unknown,White,AG
145840571,132764649,86,M,Unknown,Unknown,AG
145840584,132767657,22,F,Unknown,White,AG
145840636,132764690,59,M,Unknown,Unknown,AG
145837623,132767687,36,F,Unknown,Black or African American,AG
145840699,132767705,28,M,Unknown,White,AG
145840766,132764808,NA,M,Unknown,Unknown,00
145840805,132764839,38,M,Unknown,White,AG
145840829,132764863,85,F,Unknown,Black or African American,AG
145840843,132767759,20,F,Unknown,Unknown,AG
145840862,132764894,33,F,Unknown,White,AG
145837742,132767782,33,F,Hispanic or Latino,White,AG
145837754,132767791,38,M,Unknown,Unknown,AG
145837770,132764966,19,M,Not Hispanic or Latino,Black or African American,AG
145840946,132764966,41,M,Hispanic or Latino,White,AG
145837783,132767811,42,F,Unknown,Unknown,AG
