OFFENDER_ID,INCIDENT_ID,OFF_AGE_NUM,OFF_SEX_CODE,OFF_ETHNICITY_NAME,OFF_RACE_DESC,OFF_AGE_CODE
143783817,126500697,NA,U,Unknown,Unknown,00
143779756,126506102,NA,U,Unknown,Unknown,00
144286680,126958640,53,F,Not Hispanic or Latino,Black or African American,AG
144283627,126958717,32,M,Not Hispanic or Latino,Black or African American,AG
144283650,126958745,NA,U,Unknown,Unknown,00
144286768,126958767,NA,U,Unknown,Unknown,00
144283681,126958776,NA,F,Unknown,Unknown,00
144283682,126958776,NA,F,Unknown,Unknown,00
144286777,126958776,NA,F,Unknown,Unknown,00
144286775,126958776,NA,F,Unknown,Unknown,00
144286772,126958776,27,F,Not Hispanic or Latino,Black or African American,AG
144283764,126958849,20,U,Unknown,Unknown,AG
144283799,126958871,25,F,Hispanic or Latino,White,AG
144283811,126955219,NA,U,Unknown,Unknown,00
144283824,126958891,NA,U,Unknown,Unknown,00
144283839,126958909,NA,U,Unknown,Unknown,00
144283860,126958930,NA,U,Unknown,Unknown,00
144283866,126958936,NA,U,Unknown,Unknown,00
144283910,126958972,30,M,Unknown,Black or African American,AG
144283920,126958985,NA,U,Unknown,Unknown,00
144286932,126958993,31,F,Not Hispanic or Latino,Black or African American,AG
144286958,126959028,NA,U,Unknown,Unknown,00
144283975,126959039,13,M,Not Hispanic or Latino,Black or African American,AG
144283993,126959053,NA,U,Unknown,Unknown,00
144286983,126959066,20,M,Not Hispanic or Latino,Black or African American,AG
144284014,126959070,30,M,Not Hispanic or Latino,Black or African American,AG
144284056,126959112,NA,U,Unknown,Unknown,00
144284086,126955373,19,M,Not Hispanic or Latino,Black or African American,AG
144284099,126959148,NA,U,Unknown,Unknown,00
144284119,126959163,NA,U,Unknown,Unknown,00
144287093,126959179,25,M,Not Hispanic or Latino,Black or African American,AG
144287111,126959200,20,U,Unknown,Unknown,AG
144287110,126959200,20,U,Unknown,Unknown,AG
144287119,126959215,23,M,Not Hispanic or Latino,Black or African American,AG
144287181,126959279,22,M,Not Hispanic or Latino,Black or African American,AG
144287190,126955485,29,M,Not Hispanic or Latino,Black or African American,AG
144287227,126959317,33,M,Not Hispanic or Latino,Black or African American,AG
144287242,126959331,22,M,Not Hispanic or Latino,Black or African American,AG
144284311,126959338,53,M,Not Hispanic or Latino,Black or African American,AG
144284309,126955534,NA,U,Not Hispanic or Latino,Unknown,00
144284340,126959364,NA,U,Unknown,Unknown,00
144284343,126959369,NA,U,Unknown,Unknown,00
144287362,126959442,NA,U,Unknown,Unknown,00
144284443,126959450,25,F,Not Hispanic or Latino,Black or African American,AG
144284491,126959501,NA,U,Unknown,Unknown,00
144287422,126959520,60,F,Not Hispanic or Latino,White,AG
144284528,126959530,NA,U,Unknown,Unknown,00
144287446,126959537,25,M,Not Hispanic or Latino,Black or African American,AG
144287447,126959537,20,M,Unknown,Black or African American,AG
144287465,126959546,17,M,Not Hispanic or Latino,Black or African American,AG
144284557,126959554,30,M,Not Hispanic or Latino,Black or African American,AG
144284558,126959554,NA,U,Unknown,Black or African American,00
144287525,126955724,25,M,Not Hispanic or Latino,Black or African American,AG
144284634,126959626,51,M,Not Hispanic or Latino,White,AG
144284724,126959705,NA,U,Unknown,Unknown,00
144284727,126959711,NA,U,Unknown,Unknown,00
144287610,126959724,22,M,Not Hispanic or Latino,Black or African American,AG
144287612,126959727,NA,U,Unknown,Unknown,00
144284957,126959881,NA,U,Unknown,Unknown,00
144290022,126959930,NA,U,Unknown,Unknown,00
144287788,126955982,36,F,Not Hispanic or Latino,Black or African American,AG
144290089,126959987,NA,U,Unknown,Unknown,00
144290136,126960024,NA,U,Unknown,Unknown,00
144287892,126956081,NA,U,Unknown,Unknown,00
144290246,126956095,20,M,Not Hispanic or Latino,American Indian or Alaska Native,AG
144287905,126956095,20,M,Not Hispanic or Latino,Black or African American,AG
144290257,126960125,NA,U,Unknown,Unknown,00
144287911,126960132,NA,F,Unknown,White,00
144290278,126960150,NA,U,Unknown,Unknown,00
144287926,126960159,NA,U,Unknown,Unknown,00
144290305,126961125,NA,U,Unknown,Unknown,00
144290326,126960198,30,M,Not Hispanic or Latino,Black or African American,AG
144287976,126960225,29,F,Not Hispanic or Latino,Black or African American,AG
144290376,126960231,33,M,Not Hispanic or Latino,Black or African American,AG
144287995,126960255,NA,U,Unknown,Unknown,00
144290413,126961192,50,M,Not Hispanic or Latino,Black or African American,AG
144290415,126961192,25,M,Not Hispanic or Latino,Black or African American,AG
144290416,126961192,NA,U,Unknown,Unknown,00
144290417,126961192,27,M,Not Hispanic or Latino,Black or African American,AG
144290412,126961192,50,M,Not Hispanic or Latino,Black or African American,AG
144290429,126960268,NA,U,Unknown,Unknown,00
144290492,126961238,30,F,Not Hispanic or Latino,Black or African American,AG
144290493,126961238,21,F,Not Hispanic or Latino,Black or African American,AG
144288106,126960388,15,M,Not Hispanic or Latino,Black or African American,AG
144290619,126960397,31,M,Not Hispanic or Latino,Black or African American,AG
144290630,126960404,NA,U,Unknown,Unknown,00
144290673,126960446,NA,U,Unknown,Unknown,00
144290685,126961343,NA,U,Unknown,Unknown,00
144290706,126960476,NA,U,Unknown,Unknown,00
144288172,126961355,NA,M,Not Hispanic or Latino,Black or African American,00
144290713,126961355,NA,M,Not Hispanic or Latino,Black or African American,00
144288173,126961355,NA,M,Not Hispanic or Latino,Black or African American,00
144290712,126961355,NA,M,Not Hispanic or Latino,Black or African American,00
144288176,126961355,NA,F,Not Hispanic or Latino,Black or African American,00
144288174,126961355,NA,M,Not Hispanic or Latino,Black or African American,00
144290716,126960487,NA,M,Not Hispanic or Latino,Black or African American,00
144288185,126960494,30,F,Not Hispanic or Latino,Black or African American,AG
144290727,126960494,28,F,Not Hispanic or Latino,Black or African American,AG
144290738,126960503,NA,U,Not Hispanic or Latino,Unknown,00
144288198,126961373,NA,U,Unknown,Unknown,00
144288234,126960536,NA,M,Unknown,Black or African American,00
144290807,126961411,26,M,Not Hispanic or Latino,Black or African American,AG
144288247,126961411,26,M,Not Hispanic or Latino,Black or African American,AG
144572051,127207153,NA,U,Unknown,Unknown,00
144576004,127207161,27,M,Not Hispanic or Latino,Black or African American,AG
144576028,127198686,NA,U,Unknown,Unknown,00
144572078,127207178,NA,U,Unknown,Unknown,00
144572125,127207217,NA,U,Unknown,Unknown,00
144576109,127198768,NA,U,Unknown,Unknown,00
144576143,127207230,NA,U,Unknown,Unknown,00
144576149,127207234,33,M,Not Hispanic or Latino,Black or African American,AG
144576166,127207252,35,M,Not Hispanic or Latino,Black or African American,AG
144572169,127198833,NA,U,Unknown,Unknown,00
144576228,127198861,NA,U,Unknown,Unknown,00
144572263,127207366,62,F,Unknown,Black or African American,AG
144572294,127207387,NA,U,Unknown,Unknown,00
144572313,127207404,27,M,Not Hispanic or Latino,Black or African American,AG
144572321,127207408,NA,U,Unknown,Unknown,00
144576390,127207418,NA,U,Unknown,Unknown,00
144572346,127207427,NA,M,Unknown,Black or African American,00
144572347,127207427,17,M,Not Hispanic or Latino,Black or African American,AG
144576437,127207433,NA,U,Unknown,Unknown,00
144572372,127207449,NA,U,Unknown,Unknown,00
144572378,127207453,NA,U,Unknown,Unknown,00
144572389,127207466,NA,U,Unknown,Unknown,00
144576514,127207467,NA,U,Unknown,Unknown,00
144576545,127207486,61,F,Not Hispanic or Latino,Black or African American,AG
144572449,127207512,NA,M,Unknown,Unknown,00
144572462,127207524,NA,U,Unknown,Unknown,00
144576704,127207540,NA,U,Unknown,Unknown,00
144576725,127207546,31,F,Not Hispanic or Latino,Black or African American,AG
144576740,127207554,33,M,Not Hispanic or Latino,Black or African American,AG
144572519,127207572,22,M,Not Hispanic or Latino,Black or African American,AG
144576838,127207597,26,M,Not Hispanic or Latino,Black or African American,AG
144572564,127207609,NA,M,Not Hispanic or Latino,Black or African American,00
144572672,127207702,NA,U,Unknown,Unknown,00
144576943,127207711,NA,U,Unknown,Unknown,00
145530626,128121857,NA,U,NA,Unknown,00
145527295,128117656,NA,NA,NA,NA,NA
145530658,128117666,NA,U,NA,Unknown,00
145530664,128117672,NA,U,NA,Unknown,00
145527334,128117686,59,M,NA,White,AG
145527344,128117695,NA,M,NA,Unknown,00
145527375,128121935,NA,M,NA,Unknown,00
145527384,128121942,NA,U,NA,Unknown,00
145527385,128117720,68,M,NA,White,AG
145530708,128117722,30,M,NA,Asian,AG
145530716,128121949,NA,U,NA,Unknown,00
145527390,128121949,NA,U,NA,Unknown,00
145530715,128121949,NA,F,NA,Black or African American,00
145527400,128117731,NA,M,NA,Unknown,00
145527428,128121984,NA,NA,NA,NA,NA
145530753,128121987,NA,M,NA,Black or African American,00
144288255,126960559,NA,M,Not Hispanic or Latino,Black or African American,00
144290816,126960564,26,M,Hispanic or Latino,White,AG
144290846,126960585,NA,U,Unknown,Unknown,00
144290855,126960593,NA,U,Unknown,Unknown,00
144288280,126960609,16,F,Not Hispanic or Latino,Black or African American,AG
144290871,126960609,16,M,Not Hispanic or Latino,Black or African American,AG
144288281,126960609,17,F,Not Hispanic or Latino,Black or African American,AG
144290893,126961447,41,M,Not Hispanic or Latino,Black or African American,AG
144288316,126960651,NA,U,Unknown,Unknown,00
144288334,126960659,15,M,Not Hispanic or Latino,Black or African American,AG
144288332,126960659,14,M,Hispanic or Latino,White,AG
144288330,126960659,17,M,Not Hispanic or Latino,Black or African American,AG
144288329,126960659,18,M,Not Hispanic or Latino,Black or African American,AG
144288333,126960659,17,M,Not Hispanic or Latino,Black or African American,AG
144288331,126960659,16,F,Not Hispanic or Latino,Black or African American,AG
144290930,126960679,40,M,Not Hispanic or Latino,Black or African American,AG
144290955,126960698,NA,U,Unknown,Unknown,00
144290985,126960719,19,M,Not Hispanic or Latino,Black or African American,AG
144291010,126961505,NA,U,Unknown,Unknown,00
144291050,126960778,NA,U,Unknown,Unknown,00
144288416,126961530,18,M,Not Hispanic or Latino,Black or African American,AG
144291069,126961532,25,M,Unknown,White,AG
144288431,126960818,NA,U,Unknown,Unknown,00
144288462,126960861,NA,U,Unknown,Unknown,00
144291146,126960872,NA,U,Unknown,Unknown,00
144291167,126960892,NA,U,Unknown,Unknown,00
144288496,126960923,NA,U,Unknown,Unknown,00
144288504,126960931,NA,M,Hispanic or Latino,Black or African American,00
144291234,126960960,NA,U,Unknown,Unknown,00
144288519,126960975,NA,U,Unknown,Unknown,00
144291265,126960986,21,M,Not Hispanic or Latino,Black or African American,AG
144291296,126961617,NA,NA,NA,NA,NA
144898711,127487025,NA,M,NA,Unknown,00
144902426,127487025,NA,M,NA,Unknown,00
144902444,127487043,NA,F,NA,Asian,00
144902457,127487057,NA,M,NA,White,00
144902473,127487075,NA,NA,NA,NA,NA
144902505,127487095,NA,NA,NA,NA,NA
144902528,127487117,NA,M,NA,Black or African American,00
144898817,127483052,NA,NA,NA,NA,NA
144898913,127483142,NA,NA,NA,NA,NA
144902664,127487216,47,M,NA,White,AG
144898963,127487247,28,M,NA,Unknown,AG
144899012,127487286,NA,U,NA,Unknown,00
144899029,127487303,28,F,NA,American Indian or Alaska Native,AG
144899049,127487323,NA,U,NA,Unknown,00
145948263,128501981,30,M,Not Hispanic or Latino,Black or African American,AG
145948333,128502008,18,M,Hispanic or Latino,White,AG
145950027,128502008,25,M,Hispanic or Latino,White,AG
145948332,128502008,17,F,Hispanic or Latino,White,AG
145948347,128502022,NA,U,Unknown,Unknown,00
145950044,128498270,NA,U,Unknown,Unknown,00
145948366,128498273,NA,U,Unknown,Unknown,00
145948376,128498279,NA,U,Unknown,Unknown,00
145950062,128498282,NA,U,Unknown,Unknown,00
145948380,128498284,24,M,Not Hispanic or Latino,Black or African American,AG
145950071,128498291,NA,U,Unknown,Unknown,00
145950073,128498297,NA,U,Unknown,Unknown,00
145948391,128498294,NA,M,Unknown,Black or African American,00
145948392,128498294,25,M,Unknown,Black or African American,AG
145950078,128498302,NA,U,Unknown,Unknown,00
145950085,128498310,30,M,Hispanic or Latino,White,AG
145950094,128498320,NA,U,Unknown,Unknown,00
145948423,128502090,NA,U,Unknown,Unknown,00
145948424,128498323,NA,U,Unknown,Unknown,00
145950099,128498324,NA,U,Unknown,Unknown,00
145950103,128498328,NA,U,Unknown,Unknown,00
145948440,128498332,NA,U,Unknown,Unknown,00
145950115,128498342,NA,U,Unknown,Unknown,00
145948475,128498350,NA,U,Unknown,Unknown,00
145948492,128498357,20,M,Unknown,Black or African American,AG
145948490,128498357,20,M,Unknown,Black or African American,AG
145948491,128498357,20,M,Unknown,Black or African American,AG
145948493,128498357,20,M,Unknown,Black or African American,AG
145950142,128498376,NA,U,Unknown,Unknown,00
145950165,128498396,NA,U,Unknown,Unknown,00
145948565,128498424,NA,U,Unknown,Unknown,00
145950207,128498426,NA,U,Unknown,Unknown,00
145939324,128501318,25,M,Not Hispanic or Latino,Black or African American,AG
145939332,128497693,31,M,Not Hispanic or Latino,Black or African American,AG
145939338,128497710,NA,U,Unknown,Unknown,00
145939349,128501337,NA,U,Unknown,Unknown,00
145939357,128501344,NA,U,Unknown,Unknown,00
145947508,128497723,NA,U,Unknown,Unknown,00
145947519,128497733,25,M,Unknown,Black or African American,AG
145939400,128501385,NA,U,Unknown,Unknown,00
145947543,128501388,NA,U,Unknown,Unknown,00
145947546,128497757,28,M,Not Hispanic or Latino,Black or African American,AG
145947545,128497757,27,M,Not Hispanic or Latino,Black or African American,AG
145939434,128497762,23,M,Hispanic or Latino,White,AG
145947568,128501402,43,M,Not Hispanic or Latino,Black or African American,AG
145947567,128497771,28,F,Not Hispanic or Latino,Black or African American,AG
145947569,128497771,24,M,Not Hispanic or Latino,Black or African American,AG
145947586,128497788,18,M,Not Hispanic or Latino,Black or African American,AG
145947634,128501456,20,M,Not Hispanic or Latino,Black or African American,AG
145947712,128497868,20,M,Not Hispanic or Latino,Black or African American,AG
145947761,128497906,30,M,Unknown,Unknown,AG
145947759,128497906,30,M,Not Hispanic or Latino,Black or African American,AG
145947773,128497915,NA,U,Unknown,Unknown,00
145947780,128497921,NA,U,Unknown,Unknown,00
145939655,128497933,25,M,Not Hispanic or Latino,Black or African American,AG
144283540,126958635,NA,U,Unknown,Unknown,00
144283545,126955059,NA,M,Not Hispanic or Latino,Black or African American,00
144283583,126958673,NA,U,Unknown,Unknown,00
144283597,126955085,NA,U,Unknown,Unknown,00
144286724,126958700,25,M,Hispanic or Latino,White,AG
144283629,126958718,NA,U,Unknown,Unknown,00
144283646,126958738,NA,U,Unknown,Unknown,00
144283653,126955113,NA,U,Unknown,Unknown,00
144286771,126955125,NA,U,Unknown,Unknown,00
144286802,126958799,NA,U,Unknown,Unknown,00
144286820,126955161,NA,U,Unknown,Unknown,00
144283746,126958833,NA,U,Unknown,Unknown,00
144286836,126958838,NA,U,Unknown,Unknown,00
144283805,126958878,NA,U,Unknown,Unknown,00
144283819,126958885,NA,U,Unknown,Unknown,00
144283833,126958904,51,F,Not Hispanic or Latino,Black or African American,AG
144286882,126958911,32,M,Not Hispanic or Latino,Black or African American,AG
144286890,126958918,NA,U,Unknown,Unknown,00
144283896,126958958,NA,U,Unknown,Unknown,00
144286919,126958973,25,U,Unknown,Unknown,AG
144286937,126959001,NA,U,Unknown,Unknown,00
144283939,126959006,NA,M,Unknown,Black or African American,00
144283940,126959006,NA,M,Unknown,Black or African American,00
144286943,126959017,20,M,Not Hispanic or Latino,Black or African American,AG
144286959,126959032,NA,U,Unknown,Unknown,00
144286965,126955304,NA,U,Unknown,Unknown,00
144283987,126955309,NA,U,Unknown,Unknown,00
144286987,126959072,NA,M,Unknown,Black or African American,00
144286986,126959072,19,M,Not Hispanic or Latino,Black or African American,AG
144286988,126959072,NA,M,Unknown,Black or African American,00
144284028,126959081,NA,M,Not Hispanic or Latino,Black or African American,00
144284034,126955340,NA,U,Unknown,Unknown,00
144284044,126959100,39,M,Not Hispanic or Latino,Black or African American,AG
144284054,126955353,NA,U,Unknown,Unknown,00
144284076,126959133,22,M,Not Hispanic or Latino,Black or African American,AG
144284098,126959146,NA,U,Unknown,Unknown,00
144284115,126959159,44,M,Not Hispanic or Latino,Black or African American,AG
144287078,126955397,NA,U,Unknown,Unknown,00
144287080,126959166,40,M,Not Hispanic or Latino,Black or African American,AG
144284130,126959174,NA,M,Unknown,Unknown,00
144284133,126955410,NA,U,Unknown,Unknown,00
144287101,126959193,NA,U,Unknown,Unknown,00
144284158,126959209,28,M,Hispanic or Latino,White,AG
144284207,126959246,37,M,Not Hispanic or Latino,Black or African American,AG
144287179,126959280,35,M,Not Hispanic or Latino,Black or African American,AG
144284252,126959284,35,M,Not Hispanic or Latino,Black or African American,AG
144287207,126959304,27,M,Not Hispanic or Latino,Black or African American,AG
144287210,126959307,NA,U,Unknown,Unknown,00
144287230,126959321,NA,U,Unknown,Unknown,00
144287279,126955550,37,M,Not Hispanic or Latino,Black or African American,AG
144287280,126955550,41,M,Not Hispanic or Latino,Black or African American,AG
144284374,126955589,40,M,Not Hispanic or Latino,Black or African American,AG
144284385,126959400,NA,M,Not Hispanic or Latino,Black or African American,00
144284383,126959400,NA,M,Not Hispanic or Latino,Black or African American,00
144284384,126959400,NA,M,Not Hispanic or Latino,Black or African American,00
144284390,126959406,NA,U,Unknown,Unknown,00
144284417,126959422,NA,U,Unknown,Unknown,00
144284440,126959444,NA,U,Unknown,Unknown,00
144284444,126959451,20,M,Not Hispanic or Latino,Black or African American,AG
144284463,126959465,NA,M,Unknown,Black or African American,00
144284956,126959886,NA,U,Unknown,Unknown,00
144287740,126959903,NA,U,Unknown,Unknown,00
144290021,126959929,NA,U,Unknown,Unknown,00
144290032,126959940,NA,U,Unknown,Unknown,00
144290066,126959962,NA,U,Unknown,Unknown,00
144290079,126959977,43,M,Not Hispanic or Latino,Black or African American,AG
144290109,126960000,NA,U,Unknown,Unknown,00
144290120,126960014,NA,U,Unknown,Unknown,00
144290135,126960022,NA,U,Unknown,Unknown,00
144290140,126960028,53,M,Not Hispanic or Latino,Black or African American,AG
144287837,126956030,NA,U,Unknown,Unknown,00
144287851,126956044,NA,U,Unknown,Unknown,00
144287867,126960078,30,M,Unknown,Black or African American,AG
144290220,126960090,NA,U,Unknown,Unknown,00
144287887,126956078,NA,U,Unknown,Unknown,00
144287920,126960148,NA,U,Unknown,Unknown,00
144290294,126961114,NA,U,Unknown,Unknown,00
144287935,126960174,66,M,Not Hispanic or Latino,Black or African American,AG
144290309,126960182,NA,U,Unknown,Unknown,00
144287955,126960201,NA,U,Unknown,Unknown,00
144290337,126961143,NA,U,Unknown,Unknown,00
144287978,126960227,NA,U,Unknown,Unknown,00
144290404,126961182,NA,U,Unknown,Unknown,00
144290418,126961194,NA,U,Unknown,Unknown,00
144290454,126960294,16,M,Not Hispanic or Latino,Black or African American,AG
144290464,126960294,17,M,Not Hispanic or Latino,Black or African American,AG
140035212,123094583,NA,U,NA,Unknown,00
140035222,123094593,NA,U,NA,Unknown,00
139265941,122486822,NA,M,NA,White,00
139267136,122487726,NA,M,NA,Black or African American,00
139267139,122487728,NA,M,NA,Unknown,00
139267138,122487728,NA,F,NA,Unknown,00
139267140,122487729,NA,U,NA,Unknown,00
139267141,122487730,NA,U,NA,Unknown,00
139267142,122487731,31,M,NA,Black or African American,AG
139267143,122487732,NA,M,NA,White,00
139267144,122487733,27,M,NA,Black or African American,AG
139267149,122487735,20,F,NA,Black or African American,AG
139267148,122487735,21,M,NA,White,AG
139267151,122487737,48,M,NA,Black or African American,AG
139267152,122487738,NA,NA,NA,NA,NA
139267153,122487739,NA,U,NA,Unknown,00
139267154,122487740,28,M,NA,Black or African American,AG
139267155,122487741,NA,NA,NA,NA,NA
139267156,122487742,NA,U,NA,Unknown,00
139270788,122487744,25,M,NA,Black or African American,AG
139270785,122487744,NA,M,NA,Black or African American,00
139270787,122487744,21,M,NA,Black or African American,AG
139270786,122487744,NA,M,NA,Black or African American,00
139270789,122487744,20,F,NA,Black or African American,AG
139267157,122487745,26,M,NA,Black or African American,AG
139270791,122471847,19,M,NA,White,AG
139270793,122487746,NA,U,NA,Unknown,00
139267160,122487748,50,M,NA,White,AG
139267161,122487749,22,M,NA,White,AG
139267162,122487750,27,F,NA,Black or African American,AG
139267165,122487751,NA,U,NA,Unknown,00
139267171,122487753,37,F,NA,White,AG
139267172,122487754,NA,NA,NA,NA,NA
139267173,122487755,NA,NA,NA,NA,NA
139270812,122487756,17,M,NA,White,AG
139270818,122487757,32,F,NA,Black or African American,AG
139267176,122487759,22,F,NA,White,AG
139267179,122487761,NA,NA,NA,NA,NA
139267180,122487762,31,M,NA,Asian,AG
139270820,122471870,NA,M,NA,White,00
139270822,122487763,NA,U,NA,Unknown,00
139267182,122487764,NA,M,NA,Unknown,00
139267183,122487765,NA,F,NA,Black or African American,00
139267184,122487766,NA,NA,NA,NA,NA
139267186,122487767,NA,U,NA,Unknown,00
139267187,122487768,NA,NA,NA,NA,NA
139267188,122487769,28,F,NA,Black or African American,AG
139267189,122487770,22,F,NA,Black or African American,AG
139267192,122487772,28,M,NA,Black or African American,AG
139267193,122487773,37,F,NA,Black or African American,AG
139267194,122487774,NA,M,NA,Black or African American,00
139267195,122487775,NA,M,NA,Black or African American,00
139267196,122487775,NA,M,NA,White,00
139267197,122487776,35,M,NA,Black or African American,AG
139267198,122487777,NA,M,NA,White,00
139267199,122487778,NA,NA,NA,NA,NA
139267200,122487779,NA,NA,NA,NA,NA
139267201,122487780,NA,F,NA,Black or African American,00
139267202,122487781,19,M,NA,Black or African American,AG
139267203,122487782,55,M,NA,Black or African American,AG
139267204,122487783,63,F,NA,White,AG
139267205,122487784,NA,NA,NA,NA,NA
139267206,122487785,NA,NA,NA,NA,NA
139267212,122487786,NA,F,NA,Black or African American,00
139267209,122487786,NA,M,NA,Black or African American,00
139267214,122487786,NA,M,NA,Black or African American,00
139267210,122487786,NA,M,NA,Black or African American,00
139267208,122487786,NA,M,NA,Black or African American,00
139267213,122487786,NA,M,NA,Black or African American,00
139267207,122487786,NA,M,NA,Black or African American,00
139267211,122487786,NA,M,NA,Black or African American,00
139267215,122487787,NA,U,NA,Unknown,00
139267216,122487788,53,M,NA,Black or African American,AG
139267218,122487790,NA,NA,NA,NA,NA
139267219,122487791,26,M,NA,Black or African American,AG
139267220,122487792,NA,M,NA,Black or African American,00
139267221,122487793,16,M,NA,Black or African American,AG
139267222,122487794,NA,NA,NA,NA,NA
139267223,122487795,NA,NA,NA,NA,NA
139267224,122487796,NA,NA,NA,NA,NA
139267225,122487797,NA,NA,NA,NA,NA
139267226,122487798,25,M,NA,White,AG
139267227,122487799,NA,NA,NA,NA,NA
139267228,122487800,NA,NA,NA,NA,NA
139267229,122487801,25,M,NA,White,AG
139267230,122487802,NA,NA,NA,NA,NA
139267231,122487803,NA,NA,NA,NA,NA
139267232,122487804,NA,U,NA,Unknown,00
139267235,122487806,36,M,NA,White,AG
139267234,122487806,31,F,NA,White,AG
139267237,122487808,NA,NA,NA,NA,NA
139267238,122487809,NA,NA,NA,NA,NA
139267239,122487810,NA,NA,NA,NA,NA
139267241,122487811,18,M,NA,White,AG
139267240,122487811,18,M,NA,White,AG
139267242,122487812,24,M,NA,Black or African American,AG
139267243,122487813,50,M,NA,White,AG
139267244,122487814,31,F,NA,Black or African American,AG
139267245,122487815,NA,NA,NA,NA,NA
139267246,122487816,NA,U,NA,Unknown,00
139267247,122487817,NA,NA,NA,NA,NA
139267249,122487818,17,M,NA,White,AG
139267248,122487818,22,M,NA,White,AG
139267250,122487819,13,M,NA,Black or African American,AG
139267251,122487820,NA,NA,NA,NA,NA
139267252,122487821,21,M,NA,White,AG
139267253,122487822,NA,M,NA,Black or African American,00
139267254,122487823,NA,NA,NA,NA,NA
139267256,122487824,24,F,NA,White,AG
139267255,122487824,38,M,NA,White,AG
139267258,122487826,43,F,NA,White,AG
139267260,122487827,19,F,NA,Black or African American,AG
139267259,122487827,20,M,NA,Black or African American,AG
139267261,122487828,NA,U,NA,Unknown,00
139267262,122487829,32,M,NA,White,AG
139267263,122487830,19,M,NA,Black or African American,AG
139267264,122487831,37,F,NA,White,AG
139267265,122487832,36,M,NA,Black or African American,AG
139267266,122487833,30,M,NA,Black or African American,AG
139267267,122487834,28,F,NA,Black or African American,AG
139267270,122487836,39,M,NA,Black or African American,AG
139267271,122487837,NA,NA,NA,NA,NA
139267272,122487838,NA,NA,NA,NA,NA
139267274,122487839,19,M,NA,Black or African American,AG
139267273,122487839,19,F,NA,Black or African American,AG
139267275,122487840,18,M,NA,Black or African American,AG
139267276,122487841,NA,NA,NA,NA,NA
139267277,122487842,NA,NA,NA,NA,NA
139267278,122487843,NA,NA,NA,NA,NA
139267279,122487844,NA,M,NA,Black or African American,00
139267280,122487845,NA,NA,NA,NA,NA
139265965,122486836,27,F,NA,Black or African American,AG
139266026,122486880,23,M,NA,Black or African American,AG
139270352,122471481,35,M,NA,Black or African American,AG
139266109,122486931,NA,U,NA,Unknown,00
139255420,122486944,NA,M,NA,White,00
139266150,122486962,NA,NA,NA,NA,NA
139266153,122486967,21,M,NA,Black or African American,AG
139266164,122486976,21,M,NA,Black or African American,AG
139270390,122486997,20,M,NA,Black or African American,AG
139266215,122487006,NA,U,NA,Unknown,00
139266216,122487007,NA,NA,NA,NA,NA
139266231,122487019,NA,NA,NA,NA,NA
139255443,122471515,20,M,NA,Black or African American,AG
139255444,122471515,22,M,NA,Black or African American,AG
139270399,122471515,NA,M,NA,Black or African American,00
139255450,122471515,25,M,NA,Black or African American,AG
139255446,122471515,20,M,NA,Black or African American,AG
139270400,122471515,NA,M,NA,Black or African American,00
139255447,122471515,NA,M,NA,Black or African American,00
139255449,122471515,NA,M,NA,Black or African American,00
139255445,122471515,19,M,NA,Black or African American,AG
139266253,122491496,21,M,NA,Black or African American,AG
139266258,122487034,NA,U,NA,Unknown,00
139266263,122487037,30,M,NA,Black or African American,AG
139266294,122487053,32,M,NA,Black or African American,AG
139266295,122487053,30,M,NA,Black or African American,AG
139266297,122487054,NA,U,NA,Unknown,00
139255472,122487057,69,M,NA,White,AG
139266301,122471538,21,M,NA,Black or African American,AG
139266308,122487067,21,M,NA,Black or African American,AG
139266318,122487073,18,F,NA,Black or African American,AG
139266320,122487076,NA,M,NA,Black or African American,00
139266319,122487076,NA,M,NA,Black or African American,00
139266323,122487076,NA,M,NA,Black or African American,00
139266322,122487076,NA,M,NA,Black or African American,00
139266324,122471544,30,F,NA,Black or African American,AG
139266325,122487077,NA,NA,NA,NA,NA
139266330,122487079,62,F,NA,White,AG
139266429,122487158,NA,M,NA,Black or African American,00
139266428,122487158,NA,M,NA,Black or African American,00
139255522,122487159,NA,NA,NA,NA,NA
139270495,122471588,82,M,NA,White,AG
139266438,122487163,NA,NA,NA,NA,NA
139266444,122487167,NA,U,NA,Unknown,00
139266447,122487169,29,M,NA,White,AG
139266449,122487170,NA,M,NA,White,00
139266448,122487170,NA,M,NA,White,00
139266451,122487172,58,M,NA,Black or African American,AG
139266457,122487179,NA,NA,NA,NA,NA
139255541,122487182,NA,M,NA,Unknown,00
139255540,122487182,NA,F,NA,Unknown,00
139255542,122491562,17,F,NA,Black or African American,AG
139255543,122491562,18,F,NA,Black or African American,AG
139255545,122487184,NA,NA,NA,NA,NA
139266463,122487185,NA,M,NA,Unknown,00
139266464,122487186,14,M,NA,White,AG
139266465,122487188,NA,NA,NA,NA,NA
139255550,122487189,31,M,NA,White,AG
139255558,122487191,NA,F,NA,White,00
139266466,122487192,55,M,NA,Black or African American,AG
139266468,122487195,29,M,NA,White,AG
139255568,122491572,NA,M,NA,Black or African American,00
139255569,122491572,28,M,NA,Black or African American,AG
139270523,122487198,NA,NA,NA,NA,NA
139266472,122487199,NA,F,NA,White,00
139270528,122487203,26,F,NA,Black or African American,AG
139270527,122487203,21,M,NA,White,AG
