"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,144312654,131400114,1,4,,,,5,35,"M",1,1,"N",35,0
2020,144312665,131400123,1,4,,,,5,32,"F",2,,"R",32,0
2020,144312678,131400138,1,4,,,,5,37,"F",2,2,"N",37,0
2020,144312693,131400154,1,4,,,,5,27,"F",1,1,"R",27,0
2020,144314578,131401986,1,4,,,,5,30,"F",2,,"R",30,0
2020,144312745,131400210,1,4,,,,5,43,"M",2,,"N",43,0
2020,144312792,131400252,1,4,,,,5,39,"M",1,1,"R",39,0
2020,144312795,131400258,1,4,,,,5,56,"M",2,2,"R",56,0
2020,144312810,131400270,1,4,,,,5,28,"F",2,2,"R",28,0
2020,144312832,131400287,1,4,,,,5,49,"F",1,1,"R",49,0
2020,144314678,131400299,1,4,,,,5,72,"F",4,2,"R",72,0
2020,144314697,131400321,1,1,,,,,,"",,,"",,
2020,144312881,131400336,1,4,,,,5,44,"M",2,2,"R",44,0
2020,144317924,131400369,1,4,,,,5,36,"M",2,2,"R",36,0
2020,144314810,131402182,1,4,,,,5,25,"F",2,3,"R",25,0
2020,144314811,131402182,2,4,,,,5,61,"M",2,2,"N",61,0
2020,144317993,131400426,1,8,,,,,,"",,,"",,
2020,144318025,131400458,1,4,,,,5,35,"M",2,2,"R",35,0
2020,144314850,131402217,1,4,,,,5,39,"F",2,,"N",39,0
2020,144318039,131402225,1,4,,,,5,49,"M",1,1,"R",49,0
2020,144314883,131402248,1,4,,,,5,22,"M",2,2,"R",22,0
2020,144318066,131402255,1,4,,,,5,74,"F",2,,"R",74,0
2020,144318098,131402281,1,4,,,,5,39,"M",2,2,"R",39,0
2020,144314980,131402331,1,4,,,,5,36,"M",2,2,"R",36,0
2020,144318177,131400598,2,4,,,,5,42,"F",2,,"R",42,0
2020,144318178,131400598,3,1,,,,,,"",,,"",,
2020,144314983,131400598,1,4,,,,5,32,"M",2,,"R",32,0
2020,144318185,131400604,1,4,,,,5,34,"M",2,2,"R",34,0
2020,144318186,131400605,1,1,,,,,,"",,,"",,
2020,144318206,131400625,1,4,,,,5,22,"F",2,,"R",22,0
2020,144314999,131400627,1,4,,,,5,31,"F",2,2,"R",31,0
2020,144315004,131402353,1,4,,,,5,46,"F",1,2,"R",46,0
2020,144318227,131400644,1,4,,,,5,37,"M",2,2,"R",37,0
2020,144315019,131402367,2,4,,,,5,1,"M",2,,"R",1,0
2020,144318237,131402367,1,4,,,,5,34,"F",2,,"R",34,0
2020,144315022,131402373,2,4,,,,4,,"F",2,2,"N",,
2020,144315021,131402373,1,4,,,,5,64,"F",2,2,"R",64,0
2020,144318257,131402379,1,4,,,,5,27,"F",2,2,"N",27,0
2020,144315047,131402389,1,4,,,,5,23,"F",2,2,"R",23,0
2020,144315067,131400698,1,4,,,,5,45,"M",2,2,"R",45,0
2020,144318308,131400717,1,4,,,,5,48,"M",2,2,"R",48,0
2020,144318315,131400723,1,1,,,,,,"",,,"",,
2020,144315105,131402445,1,4,,,,5,26,"F",2,2,"N",26,0
2020,144318359,131400762,1,4,,,,5,50,"M",2,2,"R",50,0
2020,144318366,131400769,1,4,,,,5,47,"F",2,,"R",47,0
2020,144315227,131402538,1,4,,,,5,30,"F",2,,"R",30,0
2020,144315235,131402543,2,4,,,,5,40,"M",1,,"R",40,0
2020,144318438,131402543,1,4,,,,5,60,"M",1,,"N",60,0
2020,144315245,131402550,1,4,,,,5,33,"M",2,,"R",33,0
2020,144315261,131402564,1,4,,,,5,61,"F",2,,"R",61,0
2020,144315265,131402567,1,8,,,,,,"",,,"",,
2020,144318462,131400865,1,8,,,,,,"",,,"",,
2020,144318464,131400868,1,8,,,,,,"",,,"",,
2020,144315307,131402608,1,1,,,,,,"",,,"",,
2020,144318504,131402621,1,4,,,,5,29,"F",2,,"R",29,0
2020,144315321,131400906,1,4,,,,5,54,"M",1,1,"N",54,0
2020,144318539,131400925,1,4,,,,5,43,"F",1,1,"R",43,0
2020,144318544,131400932,1,4,,,,5,25,"F",2,2,"R",25,0
2020,144315366,131400963,1,4,,,,5,24,"M",2,2,"N",24,0
2020,144315368,131400963,2,4,,,,5,35,"F",1,,"R",35,0
2020,144315409,131400994,5,8,,,,,,"",,,"",,
2020,144318632,131400994,1,4,,,,5,24,"F",2,2,"R",24,0
2020,144315408,131400994,4,4,,,,5,23,"M",2,2,"R",23,0
2020,144318633,131400994,2,4,,,,5,23,"M",2,,"R",23,0
2020,144318634,131400994,3,4,,,,5,24,"F",2,,"R",24,0
2020,144315426,131402713,1,4,,,,5,39,"F",2,2,"N",39,0
2020,144315438,131401021,1,4,,,,5,38,"F",1,1,"N",38,0
2020,144319980,131407135,1,4,,,,5,76,"F",2,2,"R",76,0
2020,144319986,131407141,1,1,,,,,,"",,,"",,
2020,144320015,131407170,1,4,,,,5,37,"M",1,1,"R",37,0
2020,144320035,131407186,1,4,,,,5,59,"F",2,2,"R",59,0
2020,144320062,131407210,1,8,,,,,,"",,,"",,
2020,144316649,131407228,1,4,,,,5,28,"F",2,2,"R",28,0
2020,144320122,131407247,1,4,,,,5,36,"M",2,2,"R",36,0
2020,144320194,131407294,1,4,,,,5,49,"M",2,2,"R",49,0
2020,144320219,131407319,1,4,,,,5,40,"M",4,2,"R",40,0
2020,144320238,131403831,1,4,,,,5,50,"M",2,,"R",50,0
2020,144320260,131403844,1,4,,,,5,49,"F",2,2,"R",49,0
2020,144320273,131403848,1,8,,,,,,"",,,"",,
2020,144320300,131403865,1,4,,,,5,52,"M",2,,"R",52,0
2020,144316801,131407388,1,4,,,,5,50,"M",2,2,"N",50,0
2020,144320309,131407392,1,1,,,,,,"",,,"",,
2020,144320316,131407400,1,4,,,,5,49,"M",0,,"U",49,0
2020,144320339,131407425,1,1,,,,,,"",,,"",,
2020,144320342,131407425,2,4,,,,5,23,"M",1,1,"R",23,0
2020,144320440,131407510,1,4,,,,5,40,"F",1,2,"R",40,0
2020,144320444,131407514,1,4,,,,5,55,"F",2,2,"R",55,0
2020,144316903,131407520,1,4,,,,5,27,"F",2,2,"R",27,0
2020,144320459,131407530,1,4,,,,5,42,"M",1,1,"R",42,0
2020,144320473,131407538,1,4,,,,5,31,"F",1,1,"R",31,0
2020,144320493,131407556,1,4,,,,5,43,"M",2,2,"R",43,0
2020,144320496,131407560,1,4,,,,5,35,"F",2,2,"R",35,0
2020,144316955,131403995,1,4,,,,5,43,"F",2,2,"R",43,0
2020,144320561,131407610,1,4,,,,5,18,"F",2,,"R",18,0
2020,144316996,131407616,1,1,,,,,,"",,,"",,
2020,144320590,131407633,1,1,,,,,,"",,,"",,
2020,144320595,131407639,1,4,,,,5,39,"M",2,2,"R",39,0
2020,144320606,131407650,1,4,,,,5,45,"M",1,2,"R",45,0
2020,144317035,131404072,1,1,,,,,,"",,,"",,
2020,144320633,131407673,1,4,,,,5,35,"F",1,1,"R",35,0
2020,144320647,131407682,1,4,,,,5,44,"M",1,,"R",44,0
2020,144317179,131404202,1,4,,,,5,27,"F",1,1,"R",27,0
2020,144320838,131404214,1,4,,,,5,53,"F",1,2,"N",53,0
2020,144320841,131407865,1,1,,,,,,"",,,"",,
2020,144320878,131407900,1,4,,,,5,26,"M",1,1,"R",26,0
2020,144320880,131404237,1,4,,,,5,38,"M",2,2,"R",38,0
2020,144317230,131407909,1,4,,,,5,22,"M",1,1,"R",22,0
2020,144320897,131407914,1,4,,,,5,44,"M",2,2,"N",44,0
2020,144320938,131407947,1,4,,,,5,35,"F",2,,"R",35,0
2020,144320950,131407958,2,4,,,,5,38,"F",1,1,"R",38,0
2020,144320948,131407958,1,4,,,,5,39,"M",1,1,"R",39,0
2020,144320956,131407964,1,4,,,,5,30,"M",1,1,"R",30,0
2020,144320987,131407987,1,4,,,,5,59,"F",2,,"N",59,0
2020,144321029,131408025,1,4,,,,5,32,"F",2,2,"R",32,0
2020,144317319,131408027,1,1,,,,,,"",,,"",,
2020,144321037,131408031,1,1,,,,,,"",,,"",,
2020,144321055,131408046,1,4,,,,5,33,"F",2,,"R",33,0
2020,144317339,131408051,1,4,,,,5,62,"F",2,3,"R",62,0
2020,144321065,131408057,1,4,,,,5,14,"F",2,2,"R",14,0
2020,144318793,131406127,1,4,,,,5,39,"F",2,2,"R",39,0
2020,144315604,131406149,1,4,,,,5,1,"M",1,1,"R",1,0
2020,144318826,131406158,1,1,,,,,,"",,,"",,
2020,144318827,131406158,2,4,,,,5,25,"M",1,2,"R",25,0
2020,144318847,131406175,1,4,,,,5,40,"M",1,1,"R",40,0
2020,144318854,131406183,1,5,2,4,,5,23,"M",1,1,"U",23,0
2020,144318864,131406191,1,4,,,,4,,"F",2,,"U",,
2020,144315642,131402896,1,3,,,,,,"",,,"",,
2020,144318874,131406200,1,1,,,,,,"",,,"",,
2020,144318943,131406259,2,1,,,,,,"",,,"",,
2020,144318941,131406259,1,1,,,,,,"",,,"",,
2020,144318997,131406306,1,1,,,,,,"",,,"",,
2020,144319015,131406319,1,1,,,,,,"",,,"",,
2020,144315757,131406334,1,4,,,,5,43,"M",1,1,"R",43,0
2020,144315768,131402999,1,8,,,,,,"",,,"",,
2020,144315785,131403009,1,4,,,,5,53,"F",2,2,"N",53,0
2020,144319065,131406361,1,4,,,,5,22,"M",2,2,"R",22,0
2020,144319075,131403017,1,4,,,,5,28,"M",1,1,"U",28,0
2020,144315817,131406395,1,8,,,,,,"",,,"",,
2020,144315820,131406404,1,4,,,,5,53,"M",1,2,"R",53,0
2020,144319167,131406448,1,4,,,,5,37,"F",2,2,"R",37,0
2020,144315870,131403075,1,4,,,,5,57,"M",2,2,"R",57,0
2020,144315902,131403106,1,4,,,,5,18,"M",1,1,"R",18,0
2020,144319208,131406484,1,4,,,,5,29,"M",2,2,"R",29,0
2020,144319209,131406484,2,8,,,,,,"",,,"",,
2020,144319211,131406484,3,5,2,4,,5,30,"M",2,,"U",30,0
2020,144319213,131406486,1,8,,,,,,"",,,"",,
2020,144319227,131406501,1,4,,,,5,21,"F",2,2,"R",21,0
2020,144319236,131403124,1,4,,,,5,27,"M",1,1,"N",27,0
2020,144319263,131406532,1,1,,,,,,"",,,"",,
2020,144319267,131406536,1,1,,,,,,"",,,"",,
2020,144319284,131406553,1,4,,,,5,7,"F",1,1,"R",7,0
2020,144319304,131406572,1,4,,,,5,18,"F",1,1,"N",18,0
2020,144319316,131406582,1,4,,,,5,33,"F",2,2,"R",33,0
2020,144319322,131406589,1,4,,,,5,24,"F",2,2,"R",24,0
2020,144319329,131403199,1,4,,,,5,56,"F",2,,"R",56,0
2020,144319330,131403199,2,4,,,,5,61,"M",2,,"R",61,0
2020,144319352,131406616,1,4,,,,5,52,"M",2,2,"R",52,0
2020,144319360,131406621,1,1,,,,,,"",,,"",,
2020,144316055,131406635,1,4,,,,5,25,"M",4,2,"N",25,0
2020,144319420,131406671,1,1,,,,,,"",,,"",,
2020,144319433,131406680,1,4,,,,5,42,"M",1,2,"N",42,0
2020,144319444,131406689,1,4,,,,5,63,"F",2,2,"R",63,0
2020,144316125,131403292,1,4,,,,5,17,"F",2,,"N",17,0
2020,144319458,131403292,2,4,,,,5,17,"F",2,,"N",17,0
2020,144319466,131403296,1,4,,,,5,37,"M",2,1,"R",37,0
2020,144316132,131403302,1,5,6,1,,5,33,"M",2,2,"R",33,0
2020,144316135,131403306,1,8,,,,,,"",,,"",,
2020,144319496,131406727,1,4,,,,5,18,"M",2,2,"R",18,0
2020,144316143,131403315,1,4,,,,5,63,"F",2,2,"N",63,0
2020,144316151,131403319,1,4,,,,5,47,"M",1,1,"R",47,0
2020,144319507,131406739,1,4,,,,5,58,"F",2,3,"R",58,0
2020,144319511,131406743,1,4,,,,5,51,"F",2,2,"R",51,0
2020,144319516,131406751,1,4,,,,5,41,"M",1,1,"R",41,0
2020,144316182,131403343,1,4,,,,5,49,"M",1,1,"U",49,0
2020,144319531,131406767,1,1,,,,,,"",,,"",,
2020,144319532,131406768,1,4,,,,5,79,"F",2,2,"R",79,0
2020,144319547,131406776,1,4,,,,5,19,"F",2,2,"N",19,0
2020,144319548,131406777,1,1,,,,,,"",,,"",,
2020,144316210,131403369,1,4,,,,5,43,"M",2,2,"N",43,0
2020,144316211,131403369,2,4,,,,5,35,"M",3,,"N",35,0
2020,144319558,131406787,1,8,,,,,,"",,,"",,
2020,144316213,131406787,2,4,,,,5,57,"M",1,3,"N",57,0
2020,144319566,131406794,1,4,,,,5,12,"F",1,1,"R",12,0
2020,144319567,131406795,1,1,,,,,,"",,,"",,
2020,144316218,131406795,2,4,,,,5,43,"F",2,2,"R",43,0
2020,144316221,131403380,1,1,,,,,,"",,,"",,
2020,144316231,131406809,1,1,,,,,,"",,,"",,
2020,144316247,131406816,1,4,,,,5,41,"M",2,2,"R",41,0
2020,144319599,131406817,1,4,,,,5,35,"M",2,2,"R",35,0
2020,144319600,131406818,1,4,,,,5,30,"F",2,2,"N",30,0
2020,144316261,131406827,1,4,,,,5,18,"M",2,2,"R",18,0
2020,144319607,131403415,1,4,,,,5,46,"M",2,2,"R",46,0
2020,144319610,131406831,1,4,,,,5,52,"F",2,2,"R",52,0
2020,144319621,131406841,1,4,,,,5,30,"F",2,2,"R",30,0
2020,144316276,131406844,3,1,,,,,,"",,,"",,
2020,144316274,131406844,2,4,,,,5,65,"U",0,3,"R",65,0
2020,144316273,131406844,1,4,,,,5,37,"F",2,1,"R",37,0
2020,144319636,131406854,1,4,,,,5,63,"M",2,2,"R",63,0
2020,144319643,131406861,1,4,,,,5,57,"M",2,2,"R",57,0
2020,144319644,131403450,1,4,,,,5,26,"M",2,2,"R",26,0
2020,144316303,131403458,1,4,,,,5,27,"F",2,2,"R",27,0
2020,144319657,131406871,1,4,,,,5,28,"F",2,,"R",28,0
2020,144319677,131406889,1,4,,,,5,53,"M",1,2,"N",53,0
2020,144319681,131406892,1,4,,,,5,49,"M",2,2,"R",49,0
2020,144319689,131406900,1,4,,,,5,36,"M",1,1,"N",36,0
2020,144319692,131406901,2,4,,,,5,74,"M",2,2,"R",74,0
2020,144319691,131406901,1,4,,,,5,59,"M",1,1,"R",59,0
2020,144319702,131406908,1,4,,,,5,38,"M",2,2,"N",38,0
2020,144316339,131406898,1,8,,,,,,"",,,"",,
2020,144319729,131406923,9,4,,,,5,20,"F",2,2,"N",20,0
2020,144319719,131406923,4,4,,,,5,58,"F",2,,"R",58,0
2020,144319727,131406923,8,4,,,,5,28,"F",2,2,"R",28,0
2020,144319010,131406317,1,4,,,,5,19,"M",2,2,"R",19,0
2020,144319018,131406321,1,4,,,,5,59,"F",2,2,"N",59,0
2020,144315784,131403007,2,4,,,,5,53,"M",1,,"R",53,0
2020,144315783,131403007,1,4,,,,5,54,"M",2,2,"R",54,0
2020,144315787,131406352,1,4,,,,5,33,"M",2,2,"R",33,0
2020,144319085,131406380,2,1,,,,,,"",,,"",,
2020,144315802,131406380,1,4,,,,5,15,"M",2,,"R",15,0
2020,144319153,131406435,1,1,,,,,,"",,,"",,
2020,144315866,131403071,1,4,,,,5,21,"M",2,2,"R",21,0
2020,144319181,131403086,1,4,,,,5,41,"F",0,1,"N",41,0
2020,144319206,131406480,1,4,,,,5,38,"M",2,2,"R",38,0
2020,144319216,131406489,1,4,,,,5,6,"M",2,2,"N",6,0
2020,144315926,131406512,1,4,,,,5,56,"F",2,,"R",56,0
2020,144319255,131406525,1,1,,,,,,"",,,"",,
2020,144315948,131406537,1,1,,,,,,"",,,"",,
2020,144319280,131406549,1,4,,,,5,54,"M",1,2,"R",54,0
2020,144319366,131406625,1,4,,,,5,84,"F",1,3,"R",84,0
2020,144319373,131406632,1,4,,,,5,24,"M",2,2,"R",24,0
2020,144319394,131406651,1,4,,,,5,59,"M",1,1,"R",59,0
2020,144319413,131406665,2,8,,,,,,"",,,"",,
2020,144319411,131406665,1,4,,,,5,57,"M",2,2,"R",57,0
2020,144319462,131406702,1,8,,,,,,"",,,"",,
2020,144316196,131406773,1,1,,,,,,"",,,"",,
2020,144319552,131403362,1,4,,,,5,45,"F",2,2,"U",40,50
2020,144319560,131406789,1,4,,,,5,31,"M",2,,"U",31,0
2020,144319563,131406791,1,4,,,,5,47,"M",1,,"U",47,0
2020,144319574,131406801,1,4,,,,5,47,"M",2,,"N",47,0
2020,144319581,131406803,1,4,,,,5,63,"M",2,2,"R",63,0
2020,144316236,131403395,1,4,,,,5,74,"F",2,2,"N",74,0
2020,144316240,131403399,4,4,,,,5,30,"F",2,2,"R",30,0
2020,144319591,131403399,3,4,,,,4,,"M",2,2,"R",,
2020,144319589,131403399,1,4,,,,5,29,"F",2,2,"R",29,0
2020,144319590,131403399,2,4,,,,5,47,"F",3,2,"R",47,0
2020,144319594,131403400,1,7,,,,,,"",,,"",,
2020,144316243,131403402,1,1,,,,,,"",,,"",,
2020,144319605,131406824,1,4,,,,5,28,"M",2,2,"R",28,0
2020,144316265,131406829,1,4,,,,5,55,"F",2,2,"R",55,0
2020,144319617,131406838,1,1,,,,,,"",,,"",,
2020,144316315,131403464,1,4,,,,5,42,"F",1,2,"R",42,0
2020,144319668,131406879,1,4,,,,5,38,"F",1,1,"R",38,0
2020,144319697,131406904,1,3,,,,,,"",,,"",,
2020,144319698,131406904,2,4,,,,4,,"M",2,2,"R",,
2020,144316417,131406958,1,4,,,,5,42,"M",2,2,"R",42,0
2020,144316419,131403558,1,4,,,,5,31,"M",2,3,"R",31,0
2020,144319776,131406963,1,4,,,,5,53,"F",2,,"R",53,0
2020,144319785,131406970,1,1,,,,,,"",,,"",,
2020,144319829,131407010,1,4,,,,5,38,"F",2,2,"R",38,0
2020,144319878,131407052,1,4,,,,5,54,"F",2,2,"R",54,0
2020,144319899,131407070,2,4,,,,5,41,"M",1,1,"R",41,0
2020,144319898,131407070,1,4,,,,5,44,"F",1,2,"R",44,0
2020,144320027,131407183,1,4,,,,5,21,"M",1,2,"R",21,0
2020,144320055,131407204,1,8,,,,,,"",,,"",,
2020,143749807,130910299,1,4,,,,5,38,"M",1,3,"U",38,0
2020,143757996,130916544,1,1,,,,,,"",,,"",,
2020,143749844,130910334,1,4,,,,5,46,"M",0,3,"U",46,0
2020,143749855,130910347,1,4,,,,5,58,"F",1,3,"U",58,0
2020,143749859,130910351,1,4,,,,5,75,"F",0,3,"R",75,0
2020,143749870,130910359,2,1,,,,,,"",,,"",,
2020,143749869,130910359,1,4,,,,5,64,"M",0,3,"U",64,0
2020,143758049,130910415,1,4,,,,5,26,"F",1,3,"U",26,0
2020,143749929,130910418,1,4,,,,5,33,"M",0,3,"U",33,0
2020,143749940,130916595,1,4,,,,5,33,"M",2,2,"R",33,0
2020,143749972,130910453,1,4,,,,5,46,"F",1,3,"R",46,0
2020,143758082,130916610,1,1,,,,,,"",,,"",,
2020,143749985,130910465,1,1,,,,,,"",,,"",,
2020,143749992,130910470,1,4,,,,5,24,"M",1,3,"U",24,0
2020,143750004,130910483,1,4,,,,5,62,"M",1,3,"R",62,0
2020,143750018,130910495,1,4,,,,5,71,"F",4,3,"R",71,0
2020,143750042,130910515,1,4,,,,5,59,"F",2,2,"U",59,0
2020,143750046,130910518,2,4,,,,5,65,"M",2,3,"U",65,0
2020,143750044,130910518,1,4,,,,5,26,"F",2,3,"U",26,0
2020,143750053,130910522,1,4,,,,5,26,"M",1,3,"U",26,0
2020,143750063,130910532,1,4,,,,5,70,"M",1,3,"U",70,0
2020,143758125,130910550,1,1,,,,,,"",,,"",,
2020,143750124,130910588,1,4,,,,5,58,"F",1,2,"R",58,0
2020,143750126,130910589,1,4,,,,5,46,"F",4,3,"U",46,0
2020,143750132,130910595,1,4,,,,5,60,"M",4,3,"U",60,0
2020,143750136,130916697,1,4,,,,5,52,"M",4,2,"U",52,0
2020,143750139,130910603,1,1,,,,,,"",,,"",,
2020,143750142,130910605,1,4,,,,5,64,"F",1,3,"R",64,0
2020,143750145,130910608,1,4,,,,5,54,"F",1,3,"N",54,0
2020,143750146,130910608,3,4,,,,5,49,"M",1,1,"N",49,0
2020,143758197,130910608,2,4,,,,5,35,"F",1,1,"N",35,0
2020,143750159,130910618,1,4,,,,5,55,"F",2,3,"U",55,0
2020,143750175,130910629,1,4,,,,5,43,"M",1,1,"U",43,0
2020,143750189,130910643,1,4,,,,5,29,"F",2,3,"R",29,0
2020,143758225,130910650,1,4,,,,5,51,"M",0,3,"U",51,0
2020,143750205,130916741,1,4,,,,5,39,"M",1,3,"U",39,0
2020,143750228,130916747,1,4,,,,5,22,"F",2,2,"U",22,0
2020,143750332,130910780,2,4,,,,4,,"M",0,3,"U",,
2020,143758310,130910780,1,4,,,,5,39,"M",1,1,"U",39,0
2020,143750342,130910789,1,4,,,,5,29,"M",0,3,"U",29,0
2020,143750446,130916862,1,4,,,,5,28,"M",0,3,"U",28,0
2020,143750454,130910898,1,4,,,,5,38,"F",0,3,"U",38,0
2020,143758390,130916871,1,4,,,,5,34,"F",0,3,"U",34,0
2020,143750463,130910908,1,4,,,,5,82,"F",2,3,"R",82,0
2020,143750475,130910915,1,8,,,,,,"",,,"",,
2020,143750487,130910929,1,4,,,,5,68,"M",0,3,"U",68,0
2020,143750512,130910952,1,4,,,,5,48,"M",0,3,"R",48,0
2020,143758430,130916901,1,4,,,,5,64,"F",1,3,"U",64,0
2020,143758433,130916905,1,4,,,,5,19,"F",0,3,"U",19,0
2020,143750537,130910972,1,1,,,,,,"",,,"",,
2020,143750573,130910997,1,4,,,,5,65,"M",1,2,"U",65,0
2020,143750586,130911008,1,4,,,,5,62,"M",4,3,"U",62,0
2020,143750613,130911027,1,4,,,,5,31,"M",2,2,"U",31,0
2020,143758476,130916952,1,4,,,,5,34,"M",1,3,"U",34,0
2020,143750658,130911072,1,4,,,,5,25,"M",0,3,"R",25,0
2020,143750661,130916958,1,4,,,,5,33,"M",0,3,"U",33,0
2020,143750724,130916990,1,1,,,,,,"",,,"",,
2020,143750745,130921145,1,4,,,,5,87,"F",1,3,"R",87,0
2020,143750888,130917098,1,4,,,,5,91,"M",4,3,"R",91,0
2020,143750931,130921314,1,4,,,,5,37,"M",0,3,"U",37,0
2020,143750955,130921331,1,4,,,,5,64,"F",2,2,"R",64,0
2020,143758687,130921373,1,4,,,,5,77,"F",1,3,"U",77,0
2020,143751072,130921444,1,4,,,,5,32,"F",0,3,"U",32,0
2020,143751085,130921455,1,1,,,,,,"",,,"",,
2020,143751112,130917188,1,8,,,,,,"",,,"",,
2020,143750104,130910572,1,4,,,,5,52,"F",1,3,"U",52,0
2020,143750168,130910624,1,4,,,,5,34,"F",1,1,"U",34,0
2020,143758227,130916738,1,4,,,,5,38,"M",0,3,"U",38,0
2020,143750212,130910667,1,4,,,,4,,"M",2,3,"R",,
2020,143750238,130916756,1,4,,,,5,71,"M",1,3,"U",71,0
2020,143750240,130910692,1,1,,,,,,"",,,"",,
2020,143750249,130910701,1,4,,,,5,50,"M",0,3,"R",50,0
2020,143750258,130910710,1,4,,,,5,66,"F",1,3,"R",66,0
2020,143750266,130910721,1,4,,,,5,35,"M",0,3,"U",35,0
2020,143758278,130916781,1,4,,,,5,71,"F",0,3,"U",71,0
2020,143758291,130910735,1,4,,,,5,53,"M",0,3,"U",53,0
2020,143758293,130910745,1,4,,,,5,19,"M",1,3,"U",19,0
2020,143750311,130910758,1,4,,,,5,49,"F",0,3,"U",49,0
2020,143750319,130910765,1,4,,,,5,75,"F",0,3,"U",75,0
2020,143750328,130916805,1,1,,,,,,"",,,"",,
2020,143750336,130910783,1,4,,,,5,34,"M",2,2,"U",34,0
2020,143758333,130910808,1,4,,,,5,28,"M",0,3,"U",28,0
2020,143750374,130910822,1,4,,,,5,23,"M",1,3,"U",23,0
2020,143750378,130910822,4,1,,,,,,"",,,"",,
2020,143750375,130910822,2,4,,,,5,54,"M",0,3,"U",54,0
2020,143750376,130910822,3,4,,,,5,53,"M",0,3,"U",53,0
2020,143758349,130910834,1,1,,,,,,"",,,"",,
2020,143750395,130910840,1,4,,,,5,77,"F",0,3,"U",77,0
2020,143750414,130910859,1,1,,,,,,"",,,"",,
2020,143750426,130910870,1,1,,,,,,"",,,"",,
2020,143758397,130910910,1,4,,,,5,50,"F",1,1,"R",50,0
2020,143758402,130910922,1,4,,,,5,75,"M",1,2,"R",75,0
2020,143750495,130910934,1,4,,,,5,27,"M",1,1,"U",27,0
2020,143750499,130910941,1,4,,,,5,71,"F",1,3,"U",71,0
2020,143750507,130916893,1,4,,,,5,25,"F",2,2,"R",25,0
2020,143750516,130910956,1,4,,,,5,35,"M",1,3,"U",35,0
2020,143758440,130916914,1,1,,,,,,"",,,"",,
2020,143750569,130910992,1,4,,,,5,78,"M",1,3,"U",78,0
2020,143750575,130910998,1,4,,,,5,45,"F",0,3,"U",45,0
2020,143750580,130911004,1,4,,,,5,56,"F",0,3,"U",56,0
2020,143750581,130911004,2,1,,,,,,"",,,"",,
2020,143750602,130911019,1,4,,,,5,44,"F",0,3,"N",44,0
2020,143758470,130911031,1,1,,,,,,"",,,"",,
2020,143750690,130921101,1,4,,,,5,40,"M",0,3,"U",40,0
2020,143758533,130921139,1,4,,,,5,23,"M",1,3,"R",23,0
2020,143750746,130921144,1,4,,,,5,54,"F",0,3,"U",54,0
2020,143750755,130917007,1,4,,,,5,23,"M",0,3,"U",23,0
2020,143758546,130921169,1,4,,,,5,21,"F",1,1,"U",21,0
2020,143750775,130921173,1,3,,,,,,"",,,"",,
2020,143758568,130917039,2,1,,,,,,"",,,"",,
2020,143750803,130917039,1,4,,,,5,33,"M",1,1,"N",33,0
2020,143750811,130921204,1,4,,,,5,20,"F",4,3,"U",20,0
2020,143758578,130921209,1,1,,,,,,"",,,"",,
2020,143750822,130921216,1,4,,,,5,55,"F",2,3,"U",55,0
2020,143750829,130921225,1,4,,,,5,61,"M",0,3,"U",61,0
2020,143750835,130921231,1,1,,,,,,"",,,"",,
2020,143750840,130921235,1,4,,,,5,39,"F",0,3,"U",39,0
2020,143758609,130921246,1,4,,,,5,60,"F",0,3,"U",60,0
2020,143750860,130921251,1,4,,,,5,42,"F",1,3,"U",42,0
2020,143750867,130921257,1,8,,,,,,"",,,"",,
2020,143758634,130921277,1,4,,,,5,58,"F",1,1,"R",58,0
2020,143758668,130917125,1,4,,,,5,54,"F",0,3,"U",54,0
2020,143758674,130917136,1,4,,,,5,20,"F",1,1,"R",20,0
2020,143758679,130917143,1,4,,,,5,32,"M",1,1,"R",32,0
2020,143751006,130921380,1,4,,,,5,46,"M",4,2,"R",46,0
2020,143751013,130921385,1,4,,,,5,54,"F",1,1,"U",54,0
2020,143751036,130921411,1,4,,,,5,26,"F",2,3,"U",26,0
2020,143751046,130921419,1,4,,,,5,70,"M",0,3,"U",70,0
2020,143751080,130921452,1,4,,,,5,36,"M",0,3,"U",36,0
2020,143758732,130921471,1,4,,,,5,24,"F",2,2,"U",24,0
2020,143751115,130921477,1,4,,,,5,56,"M",2,3,"U",56,0
2020,143751155,130917201,1,1,,,,,,"",,,"",,
2020,143751197,130921548,1,4,,,,5,27,"M",2,2,"R",27,0
2020,143751221,130921568,1,4,,,,5,45,"F",1,3,"R",45,0
2020,143758779,130917234,1,4,,,,5,62,"F",0,3,"R",62,0
2020,143758796,130917247,1,8,,,,,,"",,,"",,
2020,143751299,130921636,1,4,,,,5,35,"M",0,3,"U",35,0
2020,143758802,130917253,1,4,,,,5,55,"F",0,3,"U",55,0
2020,143751325,130921655,1,4,,,,5,25,"F",2,3,"U",25,0
