"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,143783817,126500697,1,4,,"U",0,3,,
2020,143779756,126506102,1,4,,"U",0,3,,
2020,144286680,126958640,1,5,53,"F",2,2,53,0
2020,144283627,126958717,1,5,32,"M",2,2,30,35
2020,144283650,126958745,1,4,,"U",0,3,,
2020,144286768,126958767,1,4,,"U",0,3,,
2020,144283681,126958776,3,4,,"F",0,3,,
2020,144283682,126958776,4,4,,"F",0,3,,
2020,144286777,126958776,5,4,,"F",0,3,,
2020,144286775,126958776,2,4,,"F",0,3,,
2020,144286772,126958776,1,5,27,"F",2,2,27,0
2020,144283764,126958849,1,5,20,"U",0,3,20,0
2020,144283799,126958871,1,5,25,"F",1,1,25,0
2020,144283811,126955219,1,4,,"U",0,3,,
2020,144283824,126958891,1,4,,"U",0,3,,
2020,144283839,126958909,1,4,,"U",0,3,,
2020,144283860,126958930,1,4,,"U",0,3,,
2020,144283866,126958936,1,4,,"U",0,3,,
2020,144283910,126958972,1,5,30,"M",2,3,30,0
2020,144283920,126958985,1,4,,"U",0,3,,
2020,144286932,126958993,1,5,31,"F",2,2,31,0
2020,144286958,126959028,1,4,,"U",0,3,,
2020,144283975,126959039,1,5,13,"M",2,2,13,0
2020,144283993,126959053,1,4,,"U",0,3,,
2020,144286983,126959066,1,5,20,"M",2,2,20,0
2020,144284014,126959070,1,5,30,"M",2,2,30,0
2020,144284056,126959112,1,4,,"U",0,3,,
2020,144284086,126955373,1,5,19,"M",2,2,19,0
2020,144284099,126959148,1,4,,"U",0,3,,
2020,144284119,126959163,1,4,,"U",0,3,,
2020,144287093,126959179,1,5,25,"M",2,2,25,0
2020,144287111,126959200,2,5,20,"U",0,3,20,0
2020,144287110,126959200,1,5,20,"U",0,3,20,0
2020,144287119,126959215,1,5,23,"M",2,2,23,0
2020,144287181,126959279,1,5,22,"M",2,2,22,0
2020,144287190,126955485,1,5,29,"M",2,2,29,0
2020,144287227,126959317,1,5,33,"M",2,2,33,0
2020,144287242,126959331,1,5,22,"M",2,2,22,0
2020,144284311,126959338,1,5,53,"M",2,2,53,0
2020,144284309,126955534,1,4,,"U",0,2,,
2020,144284340,126959364,1,4,,"U",0,3,,
2020,144284343,126959369,1,4,,"U",0,3,,
2020,144287362,126959442,1,4,,"U",0,3,,
2020,144284443,126959450,1,5,25,"F",2,2,25,0
2020,144284491,126959501,1,4,,"U",0,3,,
2020,144287422,126959520,1,5,60,"F",1,2,60,0
2020,144284528,126959530,1,4,,"U",0,3,,
2020,144287446,126959537,1,5,25,"M",2,2,25,0
2020,144287447,126959537,2,5,20,"M",2,3,20,0
2020,144287465,126959546,1,5,17,"M",2,2,17,0
2020,144284557,126959554,1,5,30,"M",2,2,30,0
2020,144284558,126959554,2,4,,"U",2,3,,
2020,144287525,126955724,1,5,25,"M",2,2,20,30
2020,144284634,126959626,1,5,51,"M",1,2,51,0
2020,144284724,126959705,1,4,,"U",0,3,,
2020,144284727,126959711,1,4,,"U",0,3,,
2020,144287610,126959724,1,5,22,"M",2,2,18,26
2020,144287612,126959727,1,4,,"U",0,3,,
2020,144284957,126959881,1,4,,"U",0,3,,
2020,144290022,126959930,1,4,,"U",0,3,,
2020,144287788,126955982,1,5,36,"F",2,2,36,0
2020,144290089,126959987,1,4,,"U",0,3,,
2020,144290136,126960024,1,4,,"U",0,3,,
2020,144287892,126956081,1,4,,"U",0,3,,
2020,144290246,126956095,2,5,20,"M",3,2,20,0
2020,144287905,126956095,1,5,20,"M",2,2,20,0
2020,144290257,126960125,1,4,,"U",0,3,,
2020,144287911,126960132,1,4,,"F",1,3,,
2020,144290278,126960150,1,4,,"U",0,3,,
2020,144287926,126960159,1,4,,"U",0,3,,
2020,144290305,126961125,1,4,,"U",0,3,,
2020,144290326,126960198,1,5,30,"M",2,2,30,0
2020,144287976,126960225,1,5,29,"F",2,2,29,0
2020,144290376,126960231,1,5,33,"M",2,2,33,0
2020,144287995,126960255,1,4,,"U",0,3,,
2020,144290413,126961192,2,5,50,"M",2,2,50,0
2020,144290415,126961192,3,5,25,"M",2,2,20,30
2020,144290416,126961192,4,4,,"U",0,3,,
2020,144290417,126961192,5,5,27,"M",2,2,27,0
2020,144290412,126961192,1,5,50,"M",2,2,50,0
2020,144290429,126960268,1,4,,"U",0,3,,
2020,144290492,126961238,1,5,30,"F",2,2,30,0
2020,144290493,126961238,2,5,21,"F",2,2,21,0
2020,144288106,126960388,1,5,15,"M",2,2,15,0
2020,144290619,126960397,1,5,31,"M",2,2,31,0
2020,144290630,126960404,1,4,,"U",0,3,,
2020,144290673,126960446,1,4,,"U",0,3,,
2020,144290685,126961343,1,4,,"U",0,3,,
2020,144290706,126960476,1,4,,"U",0,3,,
2020,144288172,126961355,3,4,,"M",2,2,,
2020,144290713,126961355,2,4,,"M",2,2,,
2020,144288173,126961355,4,4,,"M",2,2,,
2020,144290712,126961355,1,4,,"M",2,2,,
2020,144288176,126961355,6,4,,"F",2,2,,
2020,144288174,126961355,5,4,,"M",2,2,,
2020,144290716,126960487,1,4,,"M",2,2,,
2020,144288185,126960494,2,5,30,"F",2,2,30,0
2020,144290727,126960494,1,5,28,"F",2,2,28,0
2020,144290738,126960503,1,4,,"U",0,2,,
2020,144288198,126961373,1,4,,"U",0,3,,
2020,144288234,126960536,1,4,,"M",2,3,,
2020,144290807,126961411,2,5,26,"M",2,2,26,0
2020,144288247,126961411,1,5,26,"M",2,2,26,0
2020,144572051,127207153,1,4,,"U",0,3,,
2020,144576004,127207161,1,5,27,"M",2,2,27,0
2020,144576028,127198686,1,4,,"U",0,3,,
2020,144572078,127207178,1,4,,"U",0,3,,
2020,144572125,127207217,1,4,,"U",0,3,,
2020,144576109,127198768,1,4,,"U",0,3,,
2020,144576143,127207230,1,4,,"U",0,3,,
2020,144576149,127207234,1,5,33,"M",2,2,33,0
2020,144576166,127207252,1,5,35,"M",2,2,35,0
2020,144572169,127198833,1,4,,"U",0,3,,
2020,144576228,127198861,1,4,,"U",0,3,,
2020,144572263,127207366,1,5,62,"F",2,3,62,0
2020,144572294,127207387,1,4,,"U",0,3,,
2020,144572313,127207404,1,5,27,"M",2,2,27,0
2020,144572321,127207408,1,4,,"U",0,3,,
2020,144576390,127207418,1,4,,"U",0,3,,
2020,144572346,127207427,1,4,,"M",2,3,,
2020,144572347,127207427,2,5,17,"M",2,2,17,0
2020,144576437,127207433,1,4,,"U",0,3,,
2020,144572372,127207449,1,4,,"U",0,3,,
2020,144572378,127207453,1,4,,"U",0,3,,
2020,144572389,127207466,1,4,,"U",0,3,,
2020,144576514,127207467,1,4,,"U",0,3,,
2020,144576545,127207486,1,5,61,"F",2,2,61,0
2020,144572449,127207512,1,4,,"M",0,3,,
2020,144572462,127207524,1,4,,"U",0,3,,
2020,144576704,127207540,1,4,,"U",0,3,,
2020,144576725,127207546,1,5,31,"F",2,2,31,0
2020,144576740,127207554,1,5,33,"M",2,2,33,0
2020,144572519,127207572,1,5,22,"M",2,2,20,25
2020,144576838,127207597,1,5,26,"M",2,2,23,30
2020,144572564,127207609,1,4,,"M",2,2,,
2020,144572672,127207702,1,4,,"U",0,3,,
2020,144576943,127207711,1,4,,"U",0,3,,
2020,145530626,128121857,1,4,,"U",0,,,
2020,145527295,128117656,0,,,"",,,,
2020,145530658,128117666,1,4,,"U",0,,,
2020,145530664,128117672,1,4,,"U",0,,,
2020,145527334,128117686,1,5,59,"M",1,,59,0
2020,145527344,128117695,1,4,,"M",0,,,
2020,145527375,128121935,1,4,,"M",0,,,
2020,145527384,128121942,1,4,,"U",0,,,
2020,145527385,128117720,1,5,68,"M",1,,68,0
2020,145530708,128117722,1,5,30,"M",4,,30,0
2020,145530716,128121949,3,4,,"U",0,,,
2020,145527390,128121949,2,4,,"U",0,,,
2020,145530715,128121949,1,4,,"F",2,,,
2020,145527400,128117731,1,4,,"M",0,,,
2020,145527428,128121984,0,,,"",,,,
2020,145530753,128121987,1,4,,"M",2,,,
2020,144288255,126960559,1,4,,"M",2,2,,
2020,144290816,126960564,1,5,26,"M",1,1,26,0
2020,144290846,126960585,1,4,,"U",0,3,,
2020,144290855,126960593,1,4,,"U",0,3,,
2020,144288280,126960609,2,5,16,"F",2,2,16,0
2020,144290871,126960609,1,5,16,"M",2,2,16,0
2020,144288281,126960609,3,5,17,"F",2,2,17,0
2020,144290893,126961447,1,5,41,"M",2,2,41,0
2020,144288316,126960651,1,4,,"U",0,3,,
2020,144288334,126960659,6,5,15,"M",2,2,15,0
2020,144288332,126960659,4,5,14,"M",1,1,14,0
2020,144288330,126960659,2,5,17,"M",2,2,17,0
2020,144288329,126960659,1,5,18,"M",2,2,18,0
2020,144288333,126960659,5,5,17,"M",2,2,17,0
2020,144288331,126960659,3,5,16,"F",2,2,16,0
2020,144290930,126960679,1,5,40,"M",2,2,40,0
2020,144290955,126960698,1,4,,"U",0,3,,
2020,144290985,126960719,1,5,19,"M",2,2,19,0
2020,144291010,126961505,1,4,,"U",0,3,,
2020,144291050,126960778,1,4,,"U",0,3,,
2020,144288416,126961530,1,5,18,"M",2,2,18,0
2020,144291069,126961532,1,5,25,"M",1,3,20,30
2020,144288431,126960818,1,4,,"U",0,3,,
2020,144288462,126960861,1,4,,"U",0,3,,
2020,144291146,126960872,1,4,,"U",0,3,,
2020,144291167,126960892,1,4,,"U",0,3,,
2020,144288496,126960923,1,4,,"U",0,3,,
2020,144288504,126960931,1,4,,"M",2,1,,
2020,144291234,126960960,1,4,,"U",0,3,,
2020,144288519,126960975,1,4,,"U",0,3,,
2020,144291265,126960986,1,5,21,"M",2,2,21,0
2020,144291296,126961617,0,,,"",,,,
2020,144898711,127487025,3,4,,"M",0,,,
2020,144902426,127487025,2,4,,"M",0,,,
2020,144902444,127487043,1,4,,"F",4,,,
2020,144902457,127487057,1,4,,"M",1,,,
2020,144902473,127487075,0,,,"",,,,
2020,144902505,127487095,0,,,"",,,,
2020,144902528,127487117,1,4,,"M",2,,,
2020,144898817,127483052,0,,,"",,,,
2020,144898913,127483142,0,,,"",,,,
2020,144902664,127487216,1,5,47,"M",1,,47,0
2020,144898963,127487247,1,5,28,"M",0,,28,0
2020,144899012,127487286,1,4,,"U",0,,,
2020,144899029,127487303,1,5,28,"F",3,,28,0
2020,144899049,127487323,1,4,,"U",0,,,
2020,145948263,128501981,1,5,30,"M",2,2,30,0
2020,145948333,128502008,2,5,18,"M",1,1,18,0
2020,145950027,128502008,3,5,25,"M",1,1,25,0
2020,145948332,128502008,1,5,17,"F",1,1,17,0
2020,145948347,128502022,1,4,,"U",0,3,,
2020,145950044,128498270,1,4,,"U",0,3,,
2020,145948366,128498273,1,4,,"U",0,3,,
2020,145948376,128498279,1,4,,"U",0,3,,
2020,145950062,128498282,1,4,,"U",0,3,,
2020,145948380,128498284,1,5,24,"M",2,2,24,0
2020,145950071,128498291,1,4,,"U",0,3,,
2020,145950073,128498297,1,4,,"U",0,3,,
2020,145948391,128498294,1,4,,"M",2,3,,
2020,145948392,128498294,2,5,25,"M",2,3,25,0
2020,145950078,128498302,1,4,,"U",0,3,,
2020,145950085,128498310,1,5,30,"M",1,1,30,0
2020,145950094,128498320,1,4,,"U",0,3,,
2020,145948423,128502090,1,4,,"U",0,3,,
2020,145948424,128498323,1,4,,"U",0,3,,
2020,145950099,128498324,1,4,,"U",0,3,,
2020,145950103,128498328,1,4,,"U",0,3,,
2020,145948440,128498332,1,4,,"U",0,3,,
2020,145950115,128498342,1,4,,"U",0,3,,
2020,145948475,128498350,1,4,,"U",0,3,,
2020,145948492,128498357,3,5,20,"M",2,3,20,0
2020,145948490,128498357,1,5,20,"M",2,3,20,0
2020,145948491,128498357,2,5,20,"M",2,3,20,0
2020,145948493,128498357,4,5,20,"M",2,3,20,0
2020,145950142,128498376,1,4,,"U",0,3,,
2020,145950165,128498396,1,4,,"U",0,3,,
2020,145948565,128498424,1,4,,"U",0,3,,
2020,145950207,128498426,1,4,,"U",0,3,,
2020,145939324,128501318,1,5,25,"M",2,2,25,0
2020,145939332,128497693,1,5,31,"M",2,2,28,35
2020,145939338,128497710,1,4,,"U",0,3,,
2020,145939349,128501337,1,4,,"U",0,3,,
2020,145939357,128501344,1,4,,"U",0,3,,
2020,145947508,128497723,1,4,,"U",0,3,,
2020,145947519,128497733,1,5,25,"M",2,3,20,30
2020,145939400,128501385,1,4,,"U",0,3,,
2020,145947543,128501388,1,4,,"U",0,3,,
2020,145947546,128497757,2,5,28,"M",2,2,26,30
2020,145947545,128497757,1,5,27,"M",2,2,27,0
2020,145939434,128497762,1,5,23,"M",1,1,23,0
2020,145947568,128501402,1,5,43,"M",2,2,43,0
2020,145947567,128497771,1,5,28,"F",2,2,28,0
2020,145947569,128497771,2,5,24,"M",2,2,21,28
2020,145947586,128497788,1,5,18,"M",2,2,18,0
2020,145947634,128501456,1,5,20,"M",2,2,20,0
2020,145947712,128497868,1,5,20,"M",2,2,20,0
2020,145947761,128497906,2,5,30,"M",0,3,30,0
2020,145947759,128497906,1,5,30,"M",2,2,30,0
2020,145947773,128497915,1,4,,"U",0,3,,
2020,145947780,128497921,1,4,,"U",0,3,,
2020,145939655,128497933,1,5,25,"M",2,2,25,0
2020,144283540,126958635,1,4,,"U",0,3,,
2020,144283545,126955059,1,4,,"M",2,2,,
2020,144283583,126958673,1,4,,"U",0,3,,
2020,144283597,126955085,1,4,,"U",0,3,,
2020,144286724,126958700,1,5,25,"M",1,1,20,30
2020,144283629,126958718,1,4,,"U",0,3,,
2020,144283646,126958738,1,4,,"U",0,3,,
2020,144283653,126955113,1,4,,"U",0,3,,
2020,144286771,126955125,1,4,,"U",0,3,,
2020,144286802,126958799,1,4,,"U",0,3,,
2020,144286820,126955161,1,4,,"U",0,3,,
2020,144283746,126958833,1,4,,"U",0,3,,
2020,144286836,126958838,1,4,,"U",0,3,,
2020,144283805,126958878,1,4,,"U",0,3,,
2020,144283819,126958885,1,4,,"U",0,3,,
2020,144283833,126958904,1,5,51,"F",2,2,51,0
2020,144286882,126958911,1,5,32,"M",2,2,32,0
2020,144286890,126958918,1,4,,"U",0,3,,
2020,144283896,126958958,1,4,,"U",0,3,,
2020,144286919,126958973,1,5,25,"U",0,3,25,0
2020,144286937,126959001,1,4,,"U",0,3,,
2020,144283939,126959006,1,4,,"M",2,3,,
2020,144283940,126959006,2,4,,"M",2,3,,
2020,144286943,126959017,1,5,20,"M",2,2,20,0
2020,144286959,126959032,1,4,,"U",0,3,,
2020,144286965,126955304,1,4,,"U",0,3,,
2020,144283987,126955309,1,4,,"U",0,3,,
2020,144286987,126959072,2,4,,"M",2,3,,
2020,144286986,126959072,1,5,19,"M",2,2,19,0
2020,144286988,126959072,3,4,,"M",2,3,,
2020,144284028,126959081,1,4,,"M",2,2,,
2020,144284034,126955340,1,4,,"U",0,3,,
2020,144284044,126959100,1,5,39,"M",2,2,39,0
2020,144284054,126955353,1,4,,"U",0,3,,
2020,144284076,126959133,1,5,22,"M",2,2,20,24
2020,144284098,126959146,1,4,,"U",0,3,,
2020,144284115,126959159,1,5,44,"M",2,2,44,0
2020,144287078,126955397,1,4,,"U",0,3,,
2020,144287080,126959166,1,5,40,"M",2,2,40,0
2020,144284130,126959174,1,4,,"M",0,3,,
2020,144284133,126955410,1,4,,"U",0,3,,
2020,144287101,126959193,1,4,,"U",0,3,,
2020,144284158,126959209,1,5,28,"M",1,1,28,0
2020,144284207,126959246,1,5,37,"M",2,2,37,0
2020,144287179,126959280,1,5,35,"M",2,2,35,0
2020,144284252,126959284,1,5,35,"M",2,2,35,0
2020,144287207,126959304,1,5,27,"M",2,2,27,0
2020,144287210,126959307,1,4,,"U",0,3,,
2020,144287230,126959321,1,4,,"U",0,3,,
2020,144287279,126955550,1,5,37,"M",2,2,37,0
2020,144287280,126955550,2,5,41,"M",2,2,41,0
2020,144284374,126955589,1,5,40,"M",2,2,40,0
2020,144284385,126959400,3,4,,"M",2,2,,
2020,144284383,126959400,1,4,,"M",2,2,,
2020,144284384,126959400,2,4,,"M",2,2,,
2020,144284390,126959406,1,4,,"U",0,3,,
2020,144284417,126959422,1,4,,"U",0,3,,
2020,144284440,126959444,1,4,,"U",0,3,,
2020,144284444,126959451,1,5,20,"M",2,2,20,0
2020,144284463,126959465,1,4,,"M",2,3,,
2020,144284956,126959886,1,4,,"U",0,3,,
2020,144287740,126959903,1,4,,"U",0,3,,
2020,144290021,126959929,1,4,,"U",0,3,,
2020,144290032,126959940,1,4,,"U",0,3,,
2020,144290066,126959962,1,4,,"U",0,3,,
2020,144290079,126959977,1,5,43,"M",2,2,43,0
2020,144290109,126960000,1,4,,"U",0,3,,
2020,144290120,126960014,1,4,,"U",0,3,,
2020,144290135,126960022,1,4,,"U",0,3,,
2020,144290140,126960028,1,5,53,"M",2,2,53,0
2020,144287837,126956030,1,4,,"U",0,3,,
2020,144287851,126956044,1,4,,"U",0,3,,
2020,144287867,126960078,1,5,30,"M",2,3,30,0
2020,144290220,126960090,1,4,,"U",0,3,,
2020,144287887,126956078,1,4,,"U",0,3,,
2020,144287920,126960148,1,4,,"U",0,3,,
2020,144290294,126961114,1,4,,"U",0,3,,
2020,144287935,126960174,1,5,66,"M",2,2,66,0
2020,144290309,126960182,1,4,,"U",0,3,,
2020,144287955,126960201,1,4,,"U",0,3,,
2020,144290337,126961143,1,4,,"U",0,3,,
2020,144287978,126960227,1,4,,"U",0,3,,
2020,144290404,126961182,1,4,,"U",0,3,,
2020,144290418,126961194,1,4,,"U",0,3,,
2020,144290454,126960294,1,5,16,"M",2,2,16,0
2020,144290464,126960294,2,5,17,"M",2,2,17,0
2020,140035212,123094583,1,4,,"U",0,,,
2020,140035222,123094593,1,4,,"U",0,,,
2020,139265941,122486822,1,4,,"M",1,,,
2020,139267136,122487726,1,4,,"M",2,,,
2020,139267139,122487728,2,4,,"M",0,,,
2020,139267138,122487728,1,4,,"F",0,,,
2020,139267140,122487729,1,4,,"U",0,,,
2020,139267141,122487730,1,4,,"U",0,,,
2020,139267142,122487731,1,5,31,"M",2,,31,0
2020,139267143,122487732,1,4,,"M",1,,,
2020,139267144,122487733,1,5,27,"M",2,,27,0
2020,139267149,122487735,2,5,20,"F",2,,20,0
2020,139267148,122487735,1,5,21,"M",1,,21,0
2020,139267151,122487737,1,5,48,"M",2,,48,0
2020,139267152,122487738,0,,,"",,,,
2020,139267153,122487739,1,4,,"U",0,,,
2020,139267154,122487740,1,5,28,"M",2,,28,0
2020,139267155,122487741,0,,,"",,,,
2020,139267156,122487742,1,4,,"U",0,,,
2020,139270788,122487744,4,5,25,"M",2,,25,0
2020,139270785,122487744,1,4,,"M",2,,,
2020,139270787,122487744,3,5,21,"M",2,,21,0
2020,139270786,122487744,2,4,,"M",2,,,
2020,139270789,122487744,5,5,20,"F",2,,20,0
2020,139267157,122487745,1,5,26,"M",2,,26,0
2020,139270791,122471847,1,5,19,"M",1,,19,0
2020,139270793,122487746,1,4,,"U",0,,,
2020,139267160,122487748,1,5,50,"M",1,,50,0
2020,139267161,122487749,1,5,22,"M",1,,22,0
2020,139267162,122487750,1,5,27,"F",2,,27,0
2020,139267165,122487751,1,4,,"U",0,,,
2020,139267171,122487753,1,5,37,"F",1,,37,0
2020,139267172,122487754,0,,,"",,,,
2020,139267173,122487755,0,,,"",,,,
2020,139270812,122487756,1,5,17,"M",1,,17,0
2020,139270818,122487757,1,5,32,"F",2,,32,0
2020,139267176,122487759,1,5,22,"F",1,,22,0
2020,139267179,122487761,0,,,"",,,,
2020,139267180,122487762,1,5,31,"M",4,,31,0
2020,139270820,122471870,1,4,,"M",1,,,
2020,139270822,122487763,1,4,,"U",0,,,
2020,139267182,122487764,1,4,,"M",0,,,
2020,139267183,122487765,1,4,,"F",2,,,
2020,139267184,122487766,0,,,"",,,,
2020,139267186,122487767,1,4,,"U",0,,,
2020,139267187,122487768,0,,,"",,,,
2020,139267188,122487769,1,5,28,"F",2,,28,0
2020,139267189,122487770,1,5,22,"F",2,,22,0
2020,139267192,122487772,1,5,28,"M",2,,28,0
2020,139267193,122487773,1,5,37,"F",2,,37,0
2020,139267194,122487774,1,4,,"M",2,,,
2020,139267195,122487775,1,4,,"M",2,,,
2020,139267196,122487775,2,4,,"M",1,,,
2020,139267197,122487776,1,5,35,"M",2,,35,0
2020,139267198,122487777,1,4,,"M",1,,,
2020,139267199,122487778,0,,,"",,,,
2020,139267200,122487779,0,,,"",,,,
2020,139267201,122487780,1,4,,"F",2,,,
2020,139267202,122487781,1,5,19,"M",2,,19,0
2020,139267203,122487782,1,5,55,"M",2,,55,0
2020,139267204,122487783,1,5,63,"F",1,,63,0
2020,139267205,122487784,0,,,"",,,,
2020,139267206,122487785,0,,,"",,,,
2020,139267212,122487786,6,4,,"F",2,,,
2020,139267209,122487786,3,4,,"M",2,,,
2020,139267214,122487786,8,4,,"M",2,,,
2020,139267210,122487786,4,4,,"M",2,,,
2020,139267208,122487786,2,4,,"M",2,,,
2020,139267213,122487786,7,4,,"M",2,,,
2020,139267207,122487786,1,4,,"M",2,,,
2020,139267211,122487786,5,4,,"M",2,,,
2020,139267215,122487787,1,4,,"U",0,,,
2020,139267216,122487788,1,5,53,"M",2,,53,0
2020,139267218,122487790,0,,,"",,,,
2020,139267219,122487791,1,5,26,"M",2,,26,0
2020,139267220,122487792,1,4,,"M",2,,,
2020,139267221,122487793,1,5,16,"M",2,,16,0
2020,139267222,122487794,0,,,"",,,,
2020,139267223,122487795,0,,,"",,,,
2020,139267224,122487796,0,,,"",,,,
2020,139267225,122487797,0,,,"",,,,
2020,139267226,122487798,1,5,25,"M",1,,25,0
2020,139267227,122487799,0,,,"",,,,
2020,139267228,122487800,0,,,"",,,,
2020,139267229,122487801,1,5,25,"M",1,,25,0
2020,139267230,122487802,0,,,"",,,,
2020,139267231,122487803,0,,,"",,,,
2020,139267232,122487804,1,4,,"U",0,,,
2020,139267235,122487806,2,5,36,"M",1,,36,0
2020,139267234,122487806,1,5,31,"F",1,,31,0
2020,139267237,122487808,0,,,"",,,,
2020,139267238,122487809,0,,,"",,,,
2020,139267239,122487810,0,,,"",,,,
2020,139267241,122487811,2,5,18,"M",1,,18,0
2020,139267240,122487811,1,5,18,"M",1,,18,0
2020,139267242,122487812,1,5,24,"M",2,,24,0
2020,139267243,122487813,1,5,50,"M",1,,50,0
2020,139267244,122487814,1,5,31,"F",2,,31,0
2020,139267245,122487815,0,,,"",,,,
2020,139267246,122487816,1,4,,"U",0,,,
2020,139267247,122487817,0,,,"",,,,
2020,139267249,122487818,2,5,17,"M",1,,17,0
2020,139267248,122487818,1,5,22,"M",1,,22,0
2020,139267250,122487819,1,5,13,"M",2,,13,0
2020,139267251,122487820,0,,,"",,,,
2020,139267252,122487821,1,5,21,"M",1,,21,0
2020,139267253,122487822,1,4,,"M",2,,,
2020,139267254,122487823,0,,,"",,,,
2020,139267256,122487824,2,5,24,"F",1,,24,0
2020,139267255,122487824,1,5,38,"M",1,,38,0
2020,139267258,122487826,1,5,43,"F",1,,43,0
2020,139267260,122487827,2,5,19,"F",2,,19,0
2020,139267259,122487827,1,5,20,"M",2,,20,0
2020,139267261,122487828,1,4,,"U",0,,,
2020,139267262,122487829,1,5,32,"M",1,,32,0
2020,139267263,122487830,1,5,19,"M",2,,19,0
2020,139267264,122487831,1,5,37,"F",1,,37,0
2020,139267265,122487832,1,5,36,"M",2,,36,0
2020,139267266,122487833,1,5,30,"M",2,,30,0
2020,139267267,122487834,1,5,28,"F",2,,28,0
2020,139267270,122487836,1,5,39,"M",2,,39,0
2020,139267271,122487837,0,,,"",,,,
2020,139267272,122487838,0,,,"",,,,
2020,139267274,122487839,2,5,19,"M",2,,19,0
2020,139267273,122487839,1,5,19,"F",2,,19,0
2020,139267275,122487840,1,5,18,"M",2,,18,0
2020,139267276,122487841,0,,,"",,,,
2020,139267277,122487842,0,,,"",,,,
2020,139267278,122487843,0,,,"",,,,
2020,139267279,122487844,1,4,,"M",2,,,
2020,139267280,122487845,0,,,"",,,,
2020,139265965,122486836,1,5,27,"F",2,,27,0
2020,139266026,122486880,1,5,23,"M",2,,23,0
2020,139270352,122471481,1,5,35,"M",2,,35,0
2020,139266109,122486931,1,4,,"U",0,,,
2020,139255420,122486944,1,4,,"M",1,,,
2020,139266150,122486962,0,,,"",,,,
2020,139266153,122486967,1,5,21,"M",2,,21,0
2020,139266164,122486976,1,5,21,"M",2,,21,0
2020,139270390,122486997,1,5,20,"M",2,,20,0
2020,139266215,122487006,1,4,,"U",0,,,
2020,139266216,122487007,0,,,"",,,,
2020,139266231,122487019,0,,,"",,,,
2020,139255443,122471515,1,5,20,"M",2,,20,0
2020,139255444,122471515,2,5,22,"M",2,,22,0
2020,139270399,122471515,5,4,,"M",2,,,
2020,139255450,122471515,9,5,25,"M",2,,25,0
2020,139255446,122471515,4,5,20,"M",2,,20,0
2020,139270400,122471515,7,4,,"M",2,,,
2020,139255447,122471515,6,4,,"M",2,,,
2020,139255449,122471515,8,4,,"M",2,,,
2020,139255445,122471515,3,5,19,"M",2,,19,0
2020,139266253,122491496,1,5,21,"M",2,,21,0
2020,139266258,122487034,1,4,,"U",0,,,
2020,139266263,122487037,1,5,30,"M",2,,30,0
2020,139266294,122487053,1,5,32,"M",2,,32,0
2020,139266295,122487053,2,5,30,"M",2,,30,0
2020,139266297,122487054,1,4,,"U",0,,,
2020,139255472,122487057,1,5,69,"M",1,,69,0
2020,139266301,122471538,1,5,21,"M",2,,21,0
2020,139266308,122487067,1,5,21,"M",2,,21,0
2020,139266318,122487073,1,5,18,"F",2,,18,0
2020,139266320,122487076,2,4,,"M",2,,,
2020,139266319,122487076,1,4,,"M",2,,,
2020,139266323,122487076,4,4,,"M",2,,,
2020,139266322,122487076,3,4,,"M",2,,,
2020,139266324,122471544,1,5,30,"F",2,,30,0
2020,139266325,122487077,0,,,"",,,,
2020,139266330,122487079,1,5,62,"F",1,,62,0
2020,139266429,122487158,2,4,,"M",2,,,
2020,139266428,122487158,1,4,,"M",2,,,
2020,139255522,122487159,0,,,"",,,,
2020,139270495,122471588,1,5,82,"M",1,,82,0
2020,139266438,122487163,0,,,"",,,,
2020,139266444,122487167,1,4,,"U",0,,,
2020,139266447,122487169,1,5,29,"M",1,,29,0
2020,139266449,122487170,2,4,,"M",1,,,
2020,139266448,122487170,1,4,,"M",1,,,
2020,139266451,122487172,1,5,58,"M",2,,58,0
2020,139266457,122487179,0,,,"",,,,
2020,139255541,122487182,2,4,,"M",0,,,
2020,139255540,122487182,1,4,,"F",0,,,
2020,139255542,122491562,1,5,17,"F",2,,17,0
2020,139255543,122491562,2,5,18,"F",2,,18,0
2020,139255545,122487184,0,,,"",,,,
2020,139266463,122487185,1,4,,"M",0,,,
2020,139266464,122487186,1,5,14,"M",1,,14,0
2020,139266465,122487188,0,,,"",,,,
2020,139255550,122487189,1,5,31,"M",1,,31,0
2020,139255558,122487191,1,4,,"F",1,,,
2020,139266466,122487192,1,5,55,"M",2,,55,0
2020,139266468,122487195,1,5,29,"M",1,,29,0
2020,139255568,122491572,1,4,,"M",2,,,
2020,139255569,122491572,2,5,28,"M",2,,28,0
2020,139270523,122487198,0,,,"",,,,
2020,139266472,122487199,1,4,,"F",1,,,
2020,139270528,122487203,3,5,26,"F",2,,26,0
2020,139270527,122487203,2,5,21,"M",1,,21,0
2020,139270526,122487203,1,5,34,"M",1,,34,0
2020,139266477,122487206,1,5,66,"M",2,,66,0
2020,139266478,122487206,2,5,22,"M",1,,22,0
2020,139266480,122487207,2,5,56,"M",2,,56,0
2020,139266479,122487207,1,5,22,"F",2,,22,0
