"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2020,146106760,151128562,24,48039746
2020,146106795,151128598,18,48039782
2020,146106830,151128639,18,48039814
2020,146106844,151128649,18,48044233
2020,146110938,151130894,1,48044240
2020,146106956,151128766,24,48039905
2020,146110977,151128791,18,48044266
2020,146107049,151128845,18,48039977
2020,146107087,151128871,18,48040018
2020,146107145,151128935,16,48040076
2020,146107187,151128965,18,48040115
2020,146107225,151129004,18,48040139
2020,146107223,151129004,18,48040137
2020,146107280,151129068,18,48040194
2020,146107383,151129162,18,48040288
2020,146107407,151129182,18,48040312
2020,146111115,151129221,18,48044347
2020,146111148,151129301,1,48044357
2020,146111148,151129297,24,48040391
2020,146107550,151129338,18,48040411
2020,146107549,151129338,18,48040410
2020,146111162,151129344,21,48044370
2020,146111207,151129432,18,48040483
2020,146107711,151129478,18,48040529
2020,146107715,151129485,24,48040533
2020,146107715,151129484,24,48040532
2020,146107717,151129484,24,48040535
2020,146107717,151129485,24,48040536
2020,146107742,151129519,18,48040563
2020,146107759,151129533,18,48040577
2020,146107769,151129542,18,48040585
2020,146111264,151129571,18,48040612
2020,146112959,151129762,18,48040767
2020,146112982,151129781,18,48040787
2020,146113014,151129809,18,48040808
2020,146113027,151131299,18,48040817
2020,146113045,151129839,18,48040834
2020,146111348,151129852,18,48040852
2020,146111350,151129860,18,48044486
2020,146113101,151129892,18,48040880
2020,146113136,151131346,18,48040908
2020,146113166,151129947,1,48044503
2020,146113182,151134971,24,48040950
2020,145657664,150620946,5,47848547
2020,145657671,150617567,4,47848553
2020,145662689,150621042,24,47848606
2020,145662684,150621042,24,47848605
2020,145657777,150617743,1,47848614
2020,145657777,150617742,1,47848612
2020,145662774,150621096,4,47848640
2020,145837593,150857246,15,47922169
2020,145840983,150857675,19,47922254
2020,145841138,150854796,1,47922306
2020,145840249,150856901,1,47922088
2020,145840395,150857047,4,47922128
2020,145842905,150857931,5,47920879
2020,145842907,150854850,24,47922329
2020,145842907,150854849,24,47922328
2020,145842905,150857930,19,47920880
2020,145841245,150857941,21,47922330
2020,145841323,150858020,24,47922358
2020,145841377,150854917,1,47922379
2020,145841416,150858111,17,47922394
2020,145656589,150609839,9,47844024
2020,145656637,150609895,1,47844035
2020,145656908,150616343,18,47848288
2020,145661971,150620673,24,47844207
2020,145661971,150620675,24,47848436
2020,145657532,150617317,3,47848486
2020,145657532,150617318,25,47848485
2020,145657530,150617317,25,47848483
2020,145657530,150617318,3,47848484
2020,145657712,150617638,21,47844262
2020,145657754,150617694,26,47848594
2020,145657757,150617696,4,47848596
2020,145662731,150621076,16,47848624
2020,145662750,150617803,24,47848631
2020,145662758,150617813,24,47848636
2020,145662781,150617837,4,47848644
2020,145839592,150856199,24,47921907
2020,149392944,154386368,16,49471389
2020,149389269,154381764,24,49469119
2020,149389269,154381761,24,49469117
2020,149389269,154381763,24,49469118
2020,149393481,154386935,1,49471629
2020,145656639,150609901,1,47844036
2020,145656639,150616069,18,47844037
2020,140639811,145526327,18,45570341
2020,140639811,145524816,18,45570342
2020,140645439,145524883,18,45571509
2020,140645439,145524882,18,45571508
2020,140640273,145526784,21,45570443
2020,140645680,145526793,16,45571579
2020,140640563,145530463,24,45570494
2020,140646163,145530616,3,45571665
2020,140646269,145527385,21,45571685
2020,140646365,145530801,21,45571703
2020,146110857,151128480,18,48039671
2020,146110857,151128478,1,48044193
2020,146106697,151128492,18,48039695
2020,146106775,151128575,18,48039761
2020,146110899,151128583,18,48044224
2020,146106786,151128583,18,48039774
2020,146106807,151128606,3,48039792
2020,146106837,151128646,24,48039819
2020,146106869,151130874,18,48039831
2020,146106867,151130873,18,48039826
2020,146106867,151130874,18,48039828
2020,146106869,151130873,18,48039832
2020,146110955,151128755,18,48039896
2020,146107005,151130943,18,48039952
2020,146107044,151128841,18,48039982
2020,146107140,151131012,18,48040068
2020,146111053,151128972,18,48044305
2020,146107245,151129026,21,48040163
2020,146107298,151129081,18,48040202
2020,146107310,151129089,18,48040207
2020,146107319,151131055,18,48040218
2020,146107354,151129129,14,48040255
2020,146107457,151129229,24,48040354
2020,146111194,151129412,18,48044383
2020,146107638,151129412,18,48040470
2020,146111193,151129412,18,48044382
2020,146111236,151129474,18,48040523
2020,146107784,151129556,18,48040600
2020,146111263,151129566,18,48044420
2020,146107890,151129692,18,48040700
2020,146111287,151129703,18,48044446
2020,146112917,151131261,24,48040735
2020,146112917,151131259,24,48040734
2020,146113079,151129859,18,48040860
2020,146113124,151129906,18,48040899
2020,146113137,151129926,18,48044501
2020,146113137,151129924,18,48044500
2020,146113170,151129956,18,48040937
2020,146113179,151129966,18,48040943
2020,146113253,151135030,18,48041007
2020,146113291,151135067,18,48041039
2020,146111472,151135133,18,48041117
2020,146111501,151135188,18,48044557
2020,141065424,145939333,18,45729906
2020,141058997,145939341,18,45726332
2020,141065445,145939365,18,45729933
2020,141059146,145947668,18,45730096
2020,141065607,145939543,18,45731487
2020,141059169,145947685,16,45731501
2020,141059176,145947694,18,45730118
2020,141065656,145939582,18,45730151
2020,141059204,145939595,18,45731536
2020,141065674,145939599,18,45730166
2020,141065676,145939599,18,45731538
2020,141059218,145939615,18,45731545
2020,141059252,145939652,18,45731577
2020,141059266,145939663,24,45731585
2020,141065757,145947820,3,45730242
2020,141065771,145947833,27,45730258
2020,141059288,145947845,16,45731610
2020,141059290,145947844,16,45731615
2020,141059289,145947844,16,45731611
2020,141059289,145947845,16,45731612
2020,141059290,145947845,27,45731614
2020,141059288,145947844,27,45731609
2020,141059300,145947856,18,45731622
2020,141065798,145947856,18,45730284
2020,141059301,145947856,18,45731623
2020,141059299,145947856,18,45730287
2020,141065799,145947856,18,45730286
2020,141059310,145947877,3,45731636
2020,141059312,145947879,27,45731638
2020,141059312,145947878,27,45731639
2020,141059313,145947879,27,45731641
2020,141059313,145947878,27,45731640
2020,141059328,145939717,3,45731660
2020,141059339,145947915,18,45731669
2020,141059348,145947922,18,45731684
2020,141065867,145939749,3,45731690
2020,141059359,145939752,18,45731695
2020,141059411,145948021,18,45730410
2020,141065967,145939817,18,45730416
2020,141065997,145939835,18,45730433
2020,141059479,145939873,18,45731770
2020,141066050,145948110,18,45730471
2020,141066114,145939922,15,45730510
2020,141059534,145939922,1,45731805
2020,141059565,145948218,18,45731833
2020,141066183,145948244,18,45730592
2020,141059587,145948244,18,45731852
2020,141059586,145948244,18,45731851
2020,141059625,145948312,18,45731903
2020,141059697,145948409,18,45731970
2020,141059715,145950096,18,45731991
2020,141066403,145948486,18,45730819
2020,141059787,145948520,18,45730850
2020,141066434,145948525,18,45730855
2020,141059824,145950197,18,45732097
2020,141059843,145948579,18,45730905
2020,141066505,145950220,18,45730924
2020,141066503,145950220,18,45730920
2020,141066504,145948595,18,45730921
2020,141066504,145950220,18,45730922
2020,141066503,145948595,18,45730919
2020,141066505,145948595,18,45730923
2020,141059872,145950236,18,45732132
2020,141059886,145950247,18,45732146
2020,141059891,145950251,18,45732150
2020,141059900,145950262,18,45732160
2020,141066612,145948696,18,45731018
2020,141059956,145950315,24,45732211
2020,141059974,145950340,18,45732228
2020,141059974,145950342,18,45732230
2020,141059975,145950342,18,45732232
2020,141059975,145950340,18,45732231
2020,141059979,145948750,18,45732235
2020,140645397,145524841,3,45571492
2020,140645402,145526377,1,45571498
2020,140645402,145526376,1,45571497
2020,140645469,145524914,24,45571520
2020,140645482,145526480,3,45570375
2020,140645600,145530067,1,45571559
2020,140645600,145530066,1,45571558
2020,140645604,145526713,16,45570421
2020,140645604,145526714,16,45570422
2020,140645648,145530115,4,45571569
2020,140640336,145530190,24,45570451
2020,140645875,145530377,21,45571612
2020,140640790,145527300,21,45570545
2020,140640974,145530818,19,45570585
2020,140640977,145530823,24,45570586
2020,140646633,145527755,16,45570656
2020,140641252,145527755,16,45571782
2020,140646632,145527755,16,45571781
2020,140641348,145531147,16,45570686
2020,140641349,145531147,16,45571807
2020,140641348,145531148,16,45570685
2020,140641349,145531148,16,45570687
2020,140641396,145531187,25,45571835
2020,140646748,145527908,25,45570713
2020,140641396,145527908,5,45571836
2020,140646748,145531187,17,45570716
2020,140646770,145527927,18,45570728
2020,140646799,145527959,1,45571856
2020,140641452,145527959,1,45570737
2020,140641454,145527960,1,45570741
2020,140641452,145527960,1,45570738
2020,140641452,145527961,1,45570736
2020,140646799,145527961,1,45571855
2020,140641454,145527959,1,45570740
2020,145839592,150856197,24,47921906
2020,145839729,150856388,1,47921971
2020,145839729,150856389,1,47921970
2020,145839892,150854083,4,47920703
2020,145840466,150857123,4,47922149
2020,145841005,150857695,16,47922258
2020,145841002,150854732,3,47920847
2020,145841002,150857695,25,47920846
2020,145841005,150854732,25,47922257
2020,145841039,150857725,24,47922274
2020,145837844,150857792,21,47920867
2020,145841121,150857818,15,47922303
2020,146506456,151537731,18,48244477
2020,146508734,151537729,18,48240133
2020,146508730,151537731,18,48240129
2020,146506458,151537731,18,48244481
2020,146508736,151537729,18,48240139
2020,146508734,151537731,18,48240137
2020,146508730,151537729,18,48240127
2020,146508734,151537730,18,48240135
2020,146508732,151537730,18,48240130
2020,146508732,151537729,18,48244482
2020,146506475,151537750,1,48244505
2020,146506473,151537750,3,48244503
2020,146506556,151537834,3,48240181
2020,146508831,151540371,24,48240187
2020,146508843,151537842,16,48244548
2020,146508850,151537851,3,48244554
2020,146506602,151537872,18,48244588
2020,146506601,151537872,18,48244587
2020,146508881,151537874,24,48244589
2020,146506617,151540446,18,48244607
2020,146506617,151540448,18,48244608
2020,146508926,151540477,18,48240312
2020,146506645,151537943,18,48244666
2020,146506645,151537944,18,48244665
2020,146506799,151540638,18,48244808
2020,146506808,151538144,18,48244813
2020,146509089,151540657,18,48244825
2020,146509103,151538165,18,48244836
2020,146506835,151538168,18,48240512
2020,146506859,151540690,18,48244864
2020,146506859,151540688,18,48244863
2020,146506882,151538230,18,48240543
2020,146509177,151538269,24,48244885
2020,146509184,151540747,18,48240562
2020,146506946,151538303,18,48244919
2020,146506988,151538344,18,48244957
2020,146507032,151540822,18,48245008
2020,146507047,151540831,18,48245017
2020,146507059,151540845,24,48245039
2020,146507078,151538445,18,48245058
2020,146509313,151538466,18,48245079
2020,146509321,151540870,18,48245086
2020,146507301,151541047,18,48240874
2020,146507301,151541049,18,48240876
2020,146507301,151541046,18,48240873
2020,146507301,151538664,18,48240871
2020,147785328,152777335,24,48768648
2020,147785329,152777335,24,48768649
2020,147782755,152777347,16,48764788
2020,147782795,152777405,18,48764794
2020,147782795,152777406,18,48764795
2020,147785424,152777481,1,48768683
2020,147785424,152777480,1,48768682
2020,147785428,152777484,24,48768686
2020,147785426,152777484,24,48768684
2020,147785431,152777484,24,48768689
2020,147785430,152777484,24,48768688
2020,147785429,152777484,24,48768687
2020,147782834,152777495,18,48764816
2020,147782834,152777494,18,48764815
2020,147785481,152777547,24,48768700
2020,147785481,152777549,24,48768702
2020,147785480,152777549,24,48768699
2020,147785481,152777548,24,48768701
2020,147785480,152777548,24,48768698
2020,147785480,152777547,24,48764821
2020,147782893,152777613,24,48764834
2020,147782893,152777612,16,48764833
2020,147782900,152772160,3,48768731
2020,147787959,152777734,16,48764854
2020,139703560,144575960,18,45121216
2020,139703631,144576015,24,45121288
2020,139703652,144572075,18,45121303
2020,139703680,144576055,18,45121324
2020,139703678,144576055,18,45121322
2020,139703688,144572100,18,45121334
2020,139703733,144572124,18,45131368
2020,139699959,144572129,1,45130722
2020,139703752,144576130,18,45131389
2020,139703778,144576167,18,45131416
2020,139700017,144572167,18,45130772
2020,139703815,144576214,21,45131445
2020,139700048,144572196,18,45130803
2020,139700056,144572203,18,45130808
2020,139703849,144576250,17,45131480
2020,139703858,144576265,24,45130829
2020,139703858,144572217,24,45130828
2020,139700088,144572233,18,45130839
2020,139703891,144572244,3,45131517
2020,139700110,144572250,3,45130857
2020,139703917,144576314,18,45131544
2020,139703932,144572281,18,45131555
2020,139703932,144576330,18,45131559
2020,139703932,144576331,18,45131560
2020,139703932,144572283,18,45131557
2020,139703932,144576329,18,45131556
2020,139703932,144572284,18,45131558
2020,139700169,144572295,18,45130900
2020,139703990,144576392,18,45131596
2020,139703990,144576391,18,45131595
2020,139703990,144576393,18,45131597
2020,139704025,144576426,18,45131629
2020,139700221,144572351,18,45130934
2020,139704048,144572364,18,45131648
2020,139704095,144576498,18,45131696
2020,139704105,144576511,18,45131705
2020,139704113,144576523,18,45131001
2020,139700281,144572402,18,45131005
2020,139704145,144576551,27,45131744
2020,139704173,144572425,18,45131771
2020,139704195,144572440,18,45131792
2020,139704203,144576611,18,45131798
2020,139704271,144576680,18,45131853
2020,139704270,144576680,18,45131852
2020,139704312,144576722,18,45131889
2020,139704353,144576767,18,45131926
2020,139704372,144576777,24,45131945
2020,139704372,144576779,24,45131949
2020,139704372,144576778,24,45131947
2020,139704372,144576780,24,45131950
2020,139704442,144576865,18,45131998
2020,139704447,144572581,18,45131135
2020,139700448,144576876,18,45131142
2020,139704461,144576892,18,45132018
2020,139704490,144576919,18,45132044
2020,139704505,144576930,18,45132056
2020,139704543,144576953,24,45132098
2020,139700552,144572705,17,45131242
2020,139700552,144572703,15,45131238
2020,139700552,144572704,17,45131240
2020,139700556,144572714,11,45131245
2020,139704584,144577001,18,45132137
2020,139700578,144577011,18,45131264
2020,139704637,144577049,18,45132187
2020,139700622,144572765,27,45131299
2020,139704703,144577120,18,45132224
2020,139704733,144577152,18,45132251
2020,139704732,144577152,18,45132250
2020,139704797,144577219,18,45132320
2020,139704803,144577228,18,45132328
2020,139704807,144572812,18,45132332
2020,139704807,144572813,18,45132333
2020,139704841,144572822,18,45132359
2020,139704856,144577274,18,45132371
2020,139704855,144577274,18,45132369
2020,139704852,144577274,18,45132368
2020,139704907,144572849,18,45136372
2020,139704952,144577380,18,45132456
2020,139704964,144572890,18,45132468
2020,139705024,144577468,18,45132514
2020,139705065,144577501,18,45132537
2020,139705066,144577501,18,45132538
2020,139705135,144572974,18,45132569
2020,139705217,144573012,24,45132622
2020,139705338,144573079,18,45132774
2020,139705360,144577823,18,45132795
2020,139705390,144577850,18,45132823
2020,139705395,144577855,18,45132828
2020,139705435,144577904,18,45132865
2020,139705440,144577908,17,45136612
2020,139705515,144577980,18,45136649
2020,139701048,144578031,18,45136695
2020,139705695,144573287,24,45136765
2020,139701129,144573287,24,45136762
2020,139701130,144573287,24,45136764
2020,139705724,144578214,18,45133085
2020,139705748,144578247,18,45133106
2020,139701178,144573343,18,45136806
2020,139704560,144576972,18,45132108
2020,139704586,144577004,18,45132139
2020,139704591,144577008,18,45132142
2020,139704598,144577019,18,45132147
2020,139704643,144577061,18,45132192
2020,139704646,144572748,18,45132195
2020,139704686,144577104,18,45132215
2020,139704704,144577121,18,45132225
2020,139704723,144572776,24,45132244
2020,139704762,144577189,18,45131316
2020,139704777,144572799,18,45131321
2020,139704791,144577210,18,45132316
2020,139704802,144577225,18,45132327
2020,139704810,144577234,18,45132336
2020,139704809,144577234,18,45132335
2020,139704838,144577258,18,45132357
2020,139704848,144577267,18,45132365
2020,139704864,144572832,18,45132378
2020,139704875,144577292,18,45132391
2020,139704922,144572859,18,45132434
2020,139704935,144577358,18,45132442
2020,139704954,144577379,18,45132458
2020,139704958,144577379,18,45132462
2020,139705021,144572926,18,45132512
2020,139705029,144577475,18,45132518
2020,139705074,144577508,18,45132541
2020,139705078,144577511,18,45132544
2020,139705084,144577517,24,45132549
2020,139705183,144573002,18,45132590
2020,139705183,144573001,18,45132589
2020,139705182,144573001,18,45136473
2020,139705182,144573002,18,45132588
2020,139705215,144577647,18,45136491
2020,139705253,144577685,18,45132661
2020,139705328,144577787,3,45132758
2020,139705340,144573078,18,45132773
2020,139705362,144573085,18,45136561
2020,139705369,144577833,18,45132806
2020,139705387,144577849,18,45132822
2020,139705417,144577886,18,45132851
2020,139700969,144573126,16,45132868
2020,139705507,144577974,18,45132920
2020,139701007,144577977,18,45136648
2020,139705519,144573183,18,45132932
2020,139705521,144577985,24,45132935
2020,139705546,144578005,18,45136665
2020,139701053,144573214,18,45132982
2020,139701105,144578134,18,45136734
2020,139705693,144573291,18,45136760
2020,139705701,144578188,18,45133062
2020,139705712,144578207,18,45133071
2020,139705741,144573325,18,45133097
2020,139705745,144578243,24,45133102
2020,139705745,144578242,18,45133101
2020,139705779,144573362,18,45133138
2020,141533438,146416262,18,45941412
2020,139414844,144286674,18,45024635
2020,139414884,144283607,18,45028334
2020,139414917,144286750,18,45028380
2020,139414929,144286761,18,45024701
2020,139419329,144286780,18,45028417
2020,139419423,144286853,18,45028512
2020,139415041,144283803,18,45024784
2020,139419446,144283817,18,45028534
2020,139419504,144283862,18,45028574
2020,139419513,144283871,18,45028582
2020,139415083,144283893,1,45028594
2020,139415198,144287051,3,45024936
2020,139419885,144284237,18,45028889
2020,139419886,144284237,18,45028891
2020,139415310,144287174,18,45028895
2020,139420149,144284486,18,45029104
2020,139415512,144284486,18,45029106
2020,139420147,144284486,18,45029103
2020,139415662,144287579,18,45025343
2020,139415671,144287585,18,45025350
2020,139420396,144284722,18,45029345
2020,139420404,144284730,18,45029353
2020,139420412,144287605,18,45025364
2020,139420422,144287611,18,45029363
2020,139415697,144284751,27,45025379
2020,139420436,144284757,18,45029380
2020,139420486,144284816,18,45025429
2020,139420516,144284848,18,45029471
2020,139415780,144284869,18,45025462
2020,139415800,144287701,18,45025477
2020,139415799,144287701,18,45025476
2020,139420578,144284915,18,45029545
2020,139420649,144289984,18,45029619
2020,139420657,144287760,18,45025545
2020,139415884,144290028,18,45025559
2020,139415900,144290053,3,45025575
