"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2020,12,131208945,0.33,1,15332046
2020,17,131210655,,,15332377
2020,15,131211251,1,11,15332433
2020,17,131211272,,,15332436
2020,5,131213782,17.2,1,15357979
2020,7,131213786,19,9,15357980
2020,5,131213809,0.6,1,15357991
2020,2,131213809,0.5,1,15357990
2020,2,131213856,8,1,15357999
2020,5,131213856,1.94,1,15358000
2020,13,131213856,21,9,15357998
2020,8,131213864,4,9,15358006
2020,5,131213911,0.3,1,15358016
2020,7,131213917,13,9,15358021
2020,8,131213917,93,9,15358022
2020,12,131213927,2.96,1,15358023
2020,12,131213946,4.5,1,15358027
2020,12,131213999,0.1,1,15358030
2020,5,131214038,1.5,1,15358046
2020,16,131219755,5,9,15358196
2020,5,131219864,1.7,3,15358213
2020,16,131219864,136,9,15358214
2020,17,131219875,,,15358216
2020,12,131219885,3.7,1,15358218
2020,5,131219888,3.5,1,15358222
2020,12,131219913,7.9,1,15358223
2020,16,131219913,51.25,9,15358224
2020,12,131219915,1.12,1,15358225
2020,5,131219923,4,1,15358228
2020,12,131219927,28.7,1,15358229
2020,5,131219953,4,1,15358232
2020,17,131220018,,,15358241
2020,12,131220039,1,1,15358244
2020,8,131220039,9,9,15358243
2020,5,131221331,1,1,15358426
2020,5,131221319,5.4,1,15358420
2020,14,131221319,1,9,15358421
2020,4,131221331,4.4,1,15358425
2020,11,131221352,4,9,15358428
2020,12,131221352,12.6,1,15358429
2020,5,131221380,1,1,15358432
2020,2,131221420,1,9,15358439
2020,5,131221420,4.5,1,15358440
2020,5,131259894,1,1,15361783
2020,5,131259899,2,1,15361785
2020,11,131259899,1,9,15361786
2020,1,131259990,3,1,15361804
2020,5,131259990,6,1,15361805
2020,5,131259995,7,1,15361806
2020,5,131260013,0.9,1,15361809
2020,5,131260023,3,1,15361812
2020,5,131260039,4,1,15361815
2020,17,131260043,,,15361816
2020,5,131260086,0.25,1,15361825
2020,12,131260086,2,1,15361826
2020,5,131260088,0.58,1,15361828
2020,5,131260091,240.5,1,15361829
2020,12,131919497,1,1,15578321
2020,4,131919497,2,1,15578320
2020,12,131919500,1,1,15578324
2020,5,131919500,2,1,15578323
2020,5,131919516,2,1,15578328
2020,5,131919531,1,1,15578331
2020,8,131205917,,,15331624
2020,5,131205895,5.4,1,15331622
2020,12,131205895,2,1,15331621
2020,8,131205922,6.5,1,15331626
2020,12,131205922,1.1,1,15331625
2020,5,131207934,1.22,1,15331832
2020,5,131207943,2.99,1,15331835
2020,5,131207978,0.145,3,15331841
2020,12,131207995,0.2,1,15331843
2020,17,131208471,1,9,15331949
2020,5,131208481,25,1,15331951
2020,5,131208484,12,1,15331952
2020,5,131208527,23,1,15331962
2020,4,131208598,1,9,15331975
2020,5,131208638,1.5,8,15331980
2020,5,131208670,3,1,15331989
2020,5,131209174,31.21,1,15332074
2020,4,131209179,1,9,15332080
2020,5,131209226,17240,1,15332096
2020,5,131209250,0.75,1,15332102
2020,16,131209259,1,9,15332106
2020,10,131209259,0.62,1,15332105
2020,2,131209261,51.41,1,15332107
2020,2,131209271,2.68,1,15332109
2020,5,131209278,0.75,3,15332110
2020,10,131209388,66.04,1,15332131
2020,5,131209388,12.92,1,15332130
2020,4,131209423,12,9,15332133
2020,1,131209423,0.26,1,15332132
2020,15,131209600,2.11,1,15332171
2020,4,131209629,16,9,15332175
2020,4,131209657,1.98,1,15332178
2020,12,131210049,0.01,1,15332243
2020,12,131210051,25,1,15332244
2020,4,131210125,0.1,1,15332254
2020,5,131210132,1.05,1,15332258
2020,8,131210141,160.7,1,15332261
2020,5,131210151,0.6,1,15332263
2020,5,131204957,1,1,15331499
2020,5,131204964,0.62,3,15331501
2020,2,131204964,0.3,3,15331500
2020,5,131205003,8,1,15331503
2020,5,131206372,,,15331707
2020,5,131206382,0.2,1,15331710
2020,5,131206389,3,1,15331711
2020,5,131206396,21,1,15331712
2020,17,131206563,2,9,15331733
2020,4,131206563,0.4,1,15331732
2020,5,131206568,3.5,1,15331734
2020,1,131206581,7.8,1,15331738
2020,5,131206581,1,1,15331739
2020,12,131206588,0.1,1,15331741
2020,5,131206672,29,1,15331746
2020,8,131207032,,,15331766
2020,5,131208008,1.45,1,15331846
2020,8,131208008,0.43,1,15331847
2020,5,131208411,2,1,15331922
2020,2,131208411,1,1,15331921
2020,5,131208414,5,1,15331923
2020,16,131208418,7,9,15331924
2020,5,131208422,5,1,15331926
2020,12,131208442,0.4,1,15331930
2020,4,131208442,0.5,1,15331931
2020,5,131208447,1,1,15331933
2020,5,131208451,4,1,15331936
2020,5,131208806,13.3,1,15332011
2020,5,131208913,125,1,15332040
2020,8,131208920,26,9,15332042
2020,5,131208920,1,1,15332043
2020,5,131208931,12,1,15332045
2020,5,131208948,4.02,1,15332048
2020,8,131209172,0.38,1,15332073
2020,8,131209177,1,9,15332077
2020,15,131209177,1,9,15332079
2020,12,131209177,0.53,1,15332078
2020,5,131209181,1,1,15332084
2020,5,131209201,3.1,1,15332088
2020,12,131209206,0.79,1,15332092
2020,4,131209206,7,9,15332091
2020,12,131209224,3.38,1,15332095
2020,8,131209224,8,9,15332094
2020,8,131209269,2,9,15332108
2020,4,131209280,0.22,1,15332111
2020,5,131209280,5.4,1,15332112
2020,4,131209312,4,9,15332119
2020,8,131209312,1,9,15332120
2020,4,131209754,3,1,15332189
2020,2,131209758,3.5,1,15332191
2020,16,131209876,4,9,15332201
2020,5,131209898,0.89,1,15332203
2020,1,131209917,28,1,15332208
2020,4,131210463,8,1,15332324
2020,4,131210465,160,9,15332325
2020,5,131210781,206.1,1,15332410
2020,5,131210789,24.4,1,15332411
2020,5,131210791,1,9,15332412
2020,4,131197293,1,1,15331159
2020,1,131197508,0.6,1,15331192
2020,1,131197504,0.2,1,15331189
2020,4,131197558,10,9,15331202
2020,5,131197614,131.9,1,15331205
2020,16,131197617,17.85,9,15331209
2020,4,131197617,0.43,1,15331207
2020,8,131197617,4,9,15331208
2020,5,131197622,2.1,1,15331210
2020,17,123553508,,,13603931
2020,5,127644424,0.5,1,14637722
2020,5,123553507,0.11,1,13603930
2020,5,123553533,1.915,3,13603936
2020,1,123553541,0.2,1,13603938
2020,5,123053238,0.006,2,13484209
2020,5,127666998,2.605,1,14638938
2020,4,127667040,5,1,14638945
2020,5,127667083,2.9,1,14638947
2020,5,123809639,0.139,2,13668568
2020,16,123810248,1,9,13668634
2020,12,123810251,1,11,13668636
2020,5,123810265,8,1,13668638
2020,5,123810266,4,1,13668639
2020,12,123959474,1,1,13742969
2020,5,123959475,2.9,1,13742970
2020,12,123985234,1.18,1,13743128
2020,5,123102042,1,1,13485547
2020,5,123102056,0.4,1,13485548
2020,17,123102072,,,13485549
2020,5,123119142,1,1,13486345
2020,5,122537189,46.2,1,13292891
2020,4,131780179,0.001,2,15512570
2020,2,131780179,0.02,2,15512571
2020,16,131780205,1,9,15512573
2020,15,131780205,1,9,15512572
2020,5,131799860,0.015,2,15513816
2020,12,131799863,163,9,15513819
2020,16,131799863,163,9,15513818
2020,5,131799863,0.024,2,15513817
2020,5,131800244,0.004,2,15513849
2020,13,123100778,4,9,13485464
2020,1,123100778,0.001,2,13485463
2020,2,123100778,0.001,2,13485465
2020,12,123115550,4.1,1,13485830
2020,5,123115571,0,1,13485831
2020,5,123115600,3.1,1,13485833
2020,5,123428208,0.1,1,13588758
2020,4,123428212,0.4,1,13588759
2020,5,123115628,20.2,1,13485834
2020,5,123115662,0.5,3,13485836
2020,5,123115699,18,1,13485842
2020,5,123115714,30,1,13485844
2020,5,123115716,3,1,13485846
2020,5,123425709,2.724,2,13588469
2020,5,123429327,9,1,13588849
2020,13,123429327,3,9,13588850
2020,5,123116646,1.1,1,13485982
2020,8,123116651,5,9,13485984
2020,5,123116651,4.91,1,13485983
2020,14,123116651,6,9,13485985
2020,2,123116654,1,1,13485986
2020,5,123116658,26,1,13485987
2020,5,123116663,2.8,1,13485988
2020,5,123116667,6.08,1,13485989
2020,5,123116669,13,1,13485990
2020,4,123116684,0.75,1,13485991
2020,5,123116690,4,1,13485992
2020,5,123116699,3,1,13485993
2020,5,123116700,4,1,13485994
2020,5,123116701,255,1,13485995
2020,5,123116703,1.44,1,13485996
2020,1,124924896,0,2,13953211
2020,5,124924896,0.001,2,13953212
2020,5,124925019,0.001,2,13953219
2020,4,123428225,0.4,1,13588762
2020,12,123428233,2,3,13588764
2020,2,123428233,2,3,13588763
2020,5,123428265,3,1,13588767
2020,11,135106227,44,9,16141818
2020,5,135106227,1,11,16141817
2020,5,135106234,15,1,16141820
2020,5,135106237,115.64,1,16141824
2020,5,135106241,12,1,16141825
2020,5,135106258,0.4,1,16141827
2020,5,135106261,9,1,16141828
2020,1,135106273,1,1,16141829
2020,2,135106280,0.1,1,16141832
2020,5,135106284,0.8,1,16141833
2020,5,135106307,3.5,1,16141837
2020,2,135106308,17.2,1,16141838
2020,4,135106308,1.9,1,16141839
2020,5,135106319,1.006,1,16141844
2020,5,135106326,3.4,1,16141848
2020,7,135106336,1,9,16141849
2020,5,135106341,4.008,1,16141853
2020,5,135106359,9,1,16141857
2020,1,135106402,0.01,3,16141859
2020,5,135106414,16.5,1,16141861
2020,5,135106420,15,1,16141864
2020,4,135106888,4.5,1,16141927
2020,12,135107000,0.4,1,16141931
2020,4,135107000,0.2,1,16141930
2020,18,135107000,,,16141932
2020,4,135108027,1,11,16142000
2020,5,135108034,0.05,1,16142001
2020,17,135108071,,,16142004
2020,5,135108135,1,9,16142009
2020,5,135108137,2,1,16142010
2020,1,135108142,0.05,1,16142014
2020,5,135108145,0.05,1,16142015
2020,4,135108155,0.04,1,16142016
2020,12,135108155,0.39,1,16142017
2020,12,135108159,2,1,16142018
2020,12,135108161,1,1,16142019
2020,5,135108173,2,1,16142026
2020,8,135108185,29.25,9,16142031
2020,2,135108185,0.25,1,16142030
2020,8,135108187,1,9,16142033
2020,5,135108188,3.5,1,16142034
2020,1,135108200,0.3,1,16142041
2020,2,123765799,0.547,2,13667537
2020,5,123794053,0.002,2,13668524
2020,12,123959567,3,1,13743003
2020,5,123959567,4,1,13743002
2020,1,123490372,0.045,1,13590013
2020,5,123490372,205.4,1,13590014
2020,5,123552238,0.4,1,13603649
2020,5,123552251,1.6,1,13603650
2020,5,123553509,3.99,1,13603932
2020,8,123553509,15,9,13603933
2020,5,123553535,4,1,13603937
2020,5,131760219,4,1,15498525
2020,4,131192748,10,9,15353287
2020,4,131192436,10,9,15353233
2020,2,131192520,1,1,15353255
2020,4,131192516,10,9,15353252
2020,2,131192518,1,1,15353253
2020,5,131192522,1,1,15353258
2020,1,131192522,4,1,15353257
2020,16,131192522,4,9,15353259
2020,5,131192524,21,1,15353261
2020,5,131192527,16,1,15353262
2020,2,131192743,13,1,15353283
2020,5,131192737,1,1,15353281
2020,4,131192755,150,9,15353290
2020,8,131193211,40,9,15353330
2020,5,131193211,11.32,1,15353329
2020,9,131193211,25,9,15353331
2020,2,123428241,0.5,1,13588765
2020,5,123428241,1,1,13588766
2020,5,123428266,0.5,1,13588768
2020,14,123552292,0.5,9,13603654
2020,8,123956183,1,9,13742604
2020,8,123956186,128,9,13742608
2020,8,123956186,1,11,13742609
2020,5,123956186,63,1,13742607
2020,2,123956187,,,13742610
2020,5,123957196,3,9,13742755
2020,12,123984792,1,9,13743057
2020,8,123984792,1.5,9,13743056
2020,12,123984732,4.6,1,13743042
2020,8,123985699,12,9,13743212
2020,5,124111839,0.01,2,13779829
2020,1,124111879,1,9,13779836
2020,5,124111879,1,1,13779838
2020,5,124929707,0.7,1,13954027
2020,4,124111879,1,1,13779837
2020,8,124111890,2,9,13779845
2020,12,124112149,3.5,1,13779953
2020,12,124112160,0.01,1,13779955
2020,5,124112160,0.01,1,13779956
2020,15,124112292,7,9,13779976
2020,5,124112517,0.8,1,13779986
2020,15,124112517,4,9,13779987
2020,5,124112593,0.26,3,13779996
2020,15,124112606,28,9,13780001
2020,2,124112606,6.4,1,13780000
2020,5,124112644,8,1,13780003
2020,5,124112905,15,1,13780050
2020,8,124112918,5,9,13780055
2020,5,124112926,1,3,13780057
2020,5,124112938,,,13780061
2020,4,124468074,0.65,1,13844774
2020,12,124468074,1.3,1,13844775
2020,5,124468117,0.01,3,13844783
2020,4,124468134,8.5,1,13844788
2020,17,124468147,,,13844791
2020,17,124468221,,,13844802
2020,5,124468236,1,1,13844804
2020,12,124468242,0.3,1,13844809
2020,5,124469114,247,1,13844977
2020,5,124469129,1044.5,1,13844979
2020,5,124469132,4412.5,1,13844981
2020,5,124469145,30.5,1,13844986
2020,9,124469145,275,9,13844987
2020,5,124469159,2.2,3,13844989
2020,5,124469179,3,1,13844993
2020,5,124469215,2966,1,13845003
2020,16,124469218,1,9,13845004
2020,5,124469403,,,13845043
2020,5,124469408,,,13845044
2020,11,124476722,12,1,13845673
2020,1,124476729,1,1,13845679
2020,5,122491839,3.5,1,13270315
2020,5,122491781,1.1,1,13270304
2020,5,122491789,7.2,1,13270306
2020,5,122491821,3,1,13270309
2020,5,122491822,24.5,1,13270310
2020,17,122491833,,,13270311
2020,5,122493781,3.9,3,13270434
2020,12,122493784,0.3,1,13270435
2020,5,122493785,25.2,1,13270436
2020,5,122493792,30,1,13270437
2020,5,122493805,3,1,13270442
2020,5,123115722,0.3,1,13485847
2020,5,123115724,1,1,13485848
2020,8,123115725,1,9,13485849
2020,5,123115732,1,1,13485850
2020,2,123115735,105.7,1,13485851
2020,12,123552891,0.5,1,13603764
2020,5,123552897,10.3,1,13603766
2020,1,123552897,24.7,1,13603765
2020,1,123552899,6,1,13603767
2020,5,123552899,2.8,1,13603768
2020,5,134862447,20.9,1,16113911
2020,4,134862511,1.5,1,16113914
2020,5,134862523,0.4,1,16113917
2020,16,123489925,2,9,13589956
2020,12,123490075,1.65,1,13589959
2020,5,123490086,0.22,1,13589962
2020,16,123490148,1,9,13589968
2020,8,123490159,1,9,13589974
2020,2,123490159,0.26,1,13589973
2020,1,123490159,1.86,1,13589972
2020,5,123490173,1.8,1,13589975
2020,5,123116717,0.25,1,13485997
2020,4,123116718,2.43,1,13485998
2020,5,123116726,1,1,13485999
2020,17,123116728,,,13486000
2020,5,123116737,28,1,13486001
2020,5,123116786,0.008,2,13486009
2020,5,123116788,0.068,2,13486010
2020,5,123116793,0.007,2,13486011
2020,4,123490044,3,1,13589958
2020,8,123490149,1,9,13589969
2020,12,123490149,1.22,1,13589970
2020,1,131803096,0,2,15514061
2020,5,131808747,1,1,15514617
2020,5,131808757,0,9,15514619
2020,5,131808833,0.5,1,15514629
2020,5,131808835,0.8,1,15514630
2020,5,131808866,1.74,3,15514632
2020,5,131808876,67.21,1,15514635
2020,2,131808942,1,1,15514652
2020,12,131808982,0.8,1,15514655
2020,5,123070025,0.001,2,13484285
2020,1,122210666,1,1,13220919
2020,15,122210666,1,9,13220920
2020,5,122493809,0.2,1,13270443
2020,5,123053799,0.014,2,13484226
2020,5,123070146,0.004,2,13484291
2020,8,123070157,2.992,2,13484294
2020,5,123070157,0.171,2,13484293
2020,16,123070157,2.992,2,13484292
2020,5,122491844,0.7,1,13270316
2020,12,122491856,6.5,1,13270318
2020,2,122491792,0.2,1,13270307
2020,5,122491794,13.1,1,13270308
2020,16,122491856,1,9,13270319
2020,5,124927249,28,1,13953541
2020,12,124927277,0.24,1,13953545
2020,5,124927294,2,3,13953546
2020,2,124927472,7.18,1,13953568
2020,8,124927472,4,9,13953569
